price,number_of_rooms,address,canton,property_type,floor,year_category
"CHF 1,500,000.–",5.5 rooms,6014 Luzern,lucerne,Attic flat,noteg,2006-2010
"CHF 1,490,000.–",5.5 rooms,6207 Nottwil,lucerne,Attic flat,noteg,2006-2010
"CHF 2,750,000.–",6.5 rooms,6404 Greppen,lucerne,Attic flat,noteg,2006-2010
"CHF 2,510,000.–",4.5 rooms,6010 Kriens,lucerne,Attic flat,noteg,2016-2022
"CHF 895,000.–",3.5 rooms,"Luzernerstrasse 5a, 6025 Neudorf",lucerne,Attic flat,noteg,2016-2022
"CHF 930,000.–",5.5 rooms,"Dorfstrasse 17, 6173 Flühli LU",lucerne,Attic flat,noteg,2016-2022
"CHF 905,000.–",3.5 rooms,6005 Luzern,lucerne,Roof flat,noteg,0-1919
"CHF 430,000.–",2.5 rooms,"Geretsmatt 2, 6037 Root",lucerne,Roof flat,noteg,1981-1990
"CHF 995,000.–",5.5 rooms,6234 Triengen,lucerne,Roof flat,noteg,1981-1990
"CHF 495,000.–",3.5 rooms,"Dörnliacherstrasse 6, 6232 Geuensee",lucerne,Roof flat,noteg,1981-1990
"CHF 650,000.–",3.5 rooms,6110 Wolhusen,lucerne,Roof flat,noteg,2001-2005
"CHF 595,000.–",3.5 rooms,"Winkel 2b, 6221 Rickenbach LU",lucerne,Roof flat,noteg,2006-2010
"CHF 795,000.–",3.5 rooms,"Parkweiher 1, 6264 Pfaffnau",lucerne,Roof flat,noteg,2011-2015
"CHF 797,500.–",5 rooms,6233 Büron,lucerne,Roof flat,noteg,2011-2015
"CHF 1,260,000.–",4.5 rooms,"Rischlistrasse 4, 6174 Sörenberg",lucerne,Roof flat,noteg,2016-2022
"CHF 1,390,000.–",5.5 rooms,6287 Aesch LU,lucerne,Roof flat,noteg,2016-2022
"CHF 2,350,000.–",6.5 rooms,"Rütirainstrasse 16, 6344 Meierskappel",lucerne,Terrace flat,noteg,2016-2022
"CHF 1,690,000.–",6.5 rooms,6212 Kaltbach,lucerne,Single house,,0-1919
"CHF 720,000.–",5.5 rooms,"Richenseerstrasse, 6294 Ermensee",lucerne,Single house,,1919-1945
"CHF 350,000.–",5.5 rooms,"Längmoos 2, 6196 Marbach LU",lucerne,Single house,,1919-1945
"CHF 1,600,000.–",12.5 rooms,6274 Eschenbach LU,lucerne,Single house,,1919-1945
"CHF 4,290,000.–",11 rooms,6010 Kriens,lucerne,Single house,,1919-1945
"CHF 590,000.–",118m²,"Wilihofstrasse 4, 6213 Knutwil",lucerne,Single house,,1919-1945
"CHF 590,000.–",8.5 rooms,"Sonnweg 6, 6156 Luthern",lucerne,Single house,,1919-1945
"CHF 620,000.–",7.5 rooms,"Sonnweg 2, 6156 Luthern",lucerne,Single house,,1919-1945
"CHF 1,089,000.–",8.5 rooms,4806 Wikon,lucerne,Single house,,1919-1945
"CHF 1,850,000.–",7 rooms,6010 Kriens,lucerne,Single house,,1919-1945
"CHF 1,250,000.–",6 rooms,"Kommendenweg 4, 6285 Hitzkirch",lucerne,Single house,,1919-1945
"CHF 1,149,000.–",11 rooms,6244 Nebikon,lucerne,Single house,,1919-1945
"CHF 1,800,000.–",7.5 rooms,"Rotmattstrasse 9, 6045 Meggen",lucerne,Single house,,1946-1960
"CHF 550,000.–",5.5 rooms,"Bühlstrasse 7, 6153 Ufhusen",lucerne,Single house,,1946-1960
"CHF 860,000.–",5.5 rooms,6280 Hochdorf,lucerne,Single house,,1946-1960
"CHF 1,350,000.–",9.5 rooms,6017 Ruswil,lucerne,Single house,,1946-1960
"CHF 785,000.–",7 rooms,"Sonnmattstrasse 1, 5735 Pfeffikon LU",lucerne,Single house,,1961-1970
"CHF 1,795,000.–",8 rooms,"Wolfisbühl 10, 6020 Emmenbrücke",lucerne,Single house,,1961-1970
"CHF 1,350,000.–",203m²,6262 Langnau b. Reiden,lucerne,Single house,,1961-1970
"CHF 900,000.–",4.5 rooms,"Mühlehofstrasse 45, 6030 Ebikon",lucerne,Single house,,1961-1970
"CHF 1,449,000.–",4.5 rooms,6020 Emmenbrücke,lucerne,Single house,,1961-1970
"CHF 910,000.–",7.5 rooms,"Pfeffikon LU, 5735 Pfeffikon LU",lucerne,Single house,,1971-1980
"CHF 2,295,000.–",5.5 rooms,"Sidhaldenstrasse 2, 6010 Kriens",lucerne,Single house,,1971-1980
"CHF 1,690,000.–",6.5 rooms,"Geissacher 2, 6243 Egolzwil",lucerne,Single house,,1971-1980
"CHF 1,280,000.–",5.5 rooms,6222 Gunzwil,lucerne,Single house,,1971-1980
"CHF 1,790,000.–",7 rooms,"Am Gütsch 3, 6130 Willisau",lucerne,Single house,,1971-1980
"CHF 2,930,000.–",6.5 rooms,"Obere Bodenbergstrasse 21, 6353 Weggis",lucerne,Single house,,1971-1980
"CHF 2,950,000.–",8 rooms,"Bühlstrasse 45, 6207 Nottwil",lucerne,Single house,,1971-1980
"CHF 1,380,000.–",6.5 rooms,"Schöneggrain 9, 6285 Hitzkirch",lucerne,Single house,,1971-1980
"CHF 695,000.–",5.5 rooms,"im Südelmoos 12, 6174 Sörenberg",lucerne,Single house,,1971-1980
"CHF 1,780,000.–",6.5 rooms,6030 Ebikon,lucerne,Single house,,1971-1980
"CHF 1,300,000.–",6.5 rooms,"Aeschenthürlistrasse 70, 6030 Ebikon",lucerne,Single house,,1981-1990
"CHF 1,490,000.–",4.5 rooms,"Stalden 20, 6344 Meierskappel",lucerne,Single house,,1981-1990
"CHF 1,785,000.–",6.5 rooms,"Sonnhalderain 35, 6030 Ebikon",lucerne,Single house,,1981-1990
"CHF 2,880,000.–",207m²,"Rütiweidhalde 13, 6033 Buchrain",lucerne,Single house,,1981-1990
"CHF 445,000.–",3.5 rooms,"Witebach 10B, 6166 Hasle LU",lucerne,Single house,,1981-1990
"CHF 2,300,000.–",7.5 rooms,6023 Rothenburg,lucerne,Single house,,1981-1990
"CHF 795,000.–",5.5 rooms,6142 Gettnau,lucerne,Single house,,1981-1990
"CHF 845,000.–",5.5 rooms,"Kronmatte 14, 6145 Fischbach LU",lucerne,Single house,,1981-1990
"CHF 1,680,000.–",5.5 rooms,"Vordere Allmend 42, 6289 Hämikon",lucerne,Single house,,1981-1990
"CHF 5,500,000.–",N/A,"Guthof, 6212 Kaltbach",lucerne,Single house,,1981-1990
"CHF 1,400,000.–",8 rooms,"Oberdorfstrasse 9, 6277 Lieli LU",lucerne,Single house,,1981-1990
"CHF 2,590,000.–",6.5 rooms,"Herrenwaldstrasse 7, 6048 Horw",lucerne,Single house,,1981-1990
"CHF 1,250,000.–",4.5 rooms,4806 Wikon,lucerne,Single house,,1981-1990
"CHF 595,000.–",2.5 rooms,"Rigiweg 11, 6356 Rigi Kaltbad",lucerne,Single house,,1981-1990
"CHF 2,290,000.–",7.5 rooms,6289 Hämikon,lucerne,Single house,,1991-2000
"CHF 1,800,000.–",6.5 rooms,6010 Kriens,lucerne,Single house,,1991-2000
"CHF 1,990,000.–",5.5 rooms,6205 Eich,lucerne,Single house,,1991-2000
"CHF 965,000.–",5.5 rooms,"Menznauerstrasse 18, 6110 Wolhusen",lucerne,Single house,,1991-2000
"CHF 1,420,000.–",13.5 rooms,"Bifigmatte 1, 6144 Zell LU",lucerne,Single house,,1991-2000
"CHF 2,495,000.–",13 rooms,"Johanniterweg 5, 6260 Reiden",lucerne,Single house,,1991-2000
"CHF 1,970,000.–",7.5 rooms,6170 Schüpfheim,lucerne,Single house,,1991-2000
"CHF 1,850,000.–",5.5 rooms,"Heideggstrasse 51, 6284 Gelfingen",lucerne,Single house,,2001-2005
"CHF 1,850,000.–",5.5 rooms,"Heideggstrasse 51, 6284 Gelfingen",lucerne,Single house,,2001-2005
"CHF 1,980,000.–",6.5 rooms,6404 Greppen,lucerne,Single house,,2001-2005
"CHF 1,450,000.–",5.5 rooms,"Buchs LU, 6211 Buchs LU",lucerne,Single house,,2006-2010
"CHF 1,190,000.–",5.5 rooms,"Gislerfeld 55, 6234 Triengen",lucerne,Single house,,2006-2010
"CHF 1,980,000.–",5.5 rooms,6207 Nottwil,lucerne,Single house,,2006-2010
"CHF 1,790,000.–",5.5 rooms,"Schulstrasse 19, 6038 Gisikon",lucerne,Single house,,2006-2010
"CHF 2,290,000.–",10.5 rooms,"Wetzwilerstrasse 1, 6221 Rickenbach",lucerne,Single house,,2006-2010
"CHF 10,900,000.–",10 rooms,6045 Meggen,lucerne,Single house,,2006-2010
"CHF 1,385,000.–",6.5 rooms,6244 Nebikon,lucerne,Single house,,2006-2010
"CHF 1,950,000.–",6.5 rooms,6020 Emmenbrücke,lucerne,Single house,,2006-2010
"CHF 2,450,000.–",5.5 rooms,6206 Neuenkirch,lucerne,Single house,,2006-2010
"CHF 1,700,000.–",5.5 rooms,"Rainli 6, 6102 Malters",lucerne,Single house,,2011-2015
"CHF 2,450,000.–",8 rooms,"Gelfingen, 6284 Gelfingen",lucerne,Single house,,2011-2015
"CHF 1,950,000.–",8.5 rooms,6173 Flühli,lucerne,Single house,,2011-2015
"CHF 1,400,000.–",4.5 rooms,6103 Schwarzenberg LU,lucerne,Single house,,2011-2015
"CHF 1,550,000.–",5 rooms,6032 Emmen,lucerne,Single house,,2011-2015
"CHF 1,785,000.–",7.5 rooms,"Feldhöhe 26, 6280 Hochdorf",lucerne,Single house,,2011-2015
"CHF 1,320,000.–",5.5 rooms,6287 Aesch LU,lucerne,Single house,,2016-2022
"CHF 1,049,000.–",6.5 rooms,"Ried 4, 6182 Escholzmatt",lucerne,Single house,,2016-2022
"CHF 2,167,000.–",6.5 rooms,"Oberbühlstrasse 16, 6353 Weggis",lucerne,Villa,,1946-1960
"CHF 8,500,000.–",12 rooms,6048 Horw,lucerne,Villa,,1981-1990
"CHF 1,998,000.–",5.5 rooms,6287 Aesch LU,lucerne,Villa,,2011-2015
"CHF 1,262,550.–",4.5 rooms,"Höhenweg 4, 6020 Emmenbrücke",lucerne,Bifamiliar house,,1919-1945
"CHF 1,650,000.–",6.5 rooms,6030 Ebikon,lucerne,Bifamiliar house,,1971-1980
"CHF 908,000.–",6.5 rooms,"Unterdorfstrasse 18aa, 6213 Knutwil",lucerne,Bifamiliar house,,1981-1990
"CHF 938,000.–",7.5 rooms,"Unterdorfstrasse 18, 6213 Knutwil",lucerne,Bifamiliar house,,1981-1990
"CHF 1,850,000.–",6.5 rooms,6043 Adligenswil,lucerne,Bifamiliar house,,1981-1990
"CHF 1,270,000.–",6.5 rooms,6233 Büron,lucerne,Bifamiliar house,,2001-2005
"CHF 1,528,350.–",5.5 rooms,"Hubelstrasse 8A, 6234 Triengen",lucerne,Bifamiliar house,,2006-2010
"CHF 1,056,550.–",4.5 rooms,6147 Altbüron,lucerne,Bifamiliar house,,2006-2010
"CHF 950,000.–",6.5 rooms,6264 Pfaffnau,lucerne,Bifamiliar house,,2011-2015
"CHF 1,195,000.–",6.5 rooms,"Werkstrasse 18, 6037 Root",lucerne,Bifamiliar house,,2016-2022
"CHF 1,900,000.–",12 rooms,"Hinterdorfstrasse 6, 6288 Schongau",lucerne,Farm house,,0-1919
"CHF 790,000.–",3.5 rooms,"Einsiedlerstrasse 117, 8810 Horgen",zurich,Apartment,eg,0-1919
"CHF 1,295,000.–",4.5 rooms,"Etzelstrasse 52, 8820 Wädenswil",zurich,Apartment,eg,1919-1945
"CHF 1,155,000.–",4.5 rooms,"Bergstrasse 11, 8400 Winterthur",zurich,Apartment,eg,1961-1970
"CHF 895,000.–",3 rooms,8125 Zollikerberg,zurich,Apartment,eg,1961-1970
"CHF 1,090,000.–",2.5 rooms,"Tödiweg 5, 8802 Kilchberg ZH",zurich,Apartment,eg,1961-1970
"CHF 567,000.–",2.5 rooms,"Alte Landstrasse 100, 8804 Wädenswil",zurich,Apartment,eg,1961-1970
"CHF 2,490,000.–",4.5 rooms,"Alte Landstrasse 205, 8802 Kilchberg ZH",zurich,Apartment,eg,1971-1980
"CHF 760,000.–",4.5 rooms,"Schulstrasse 42, 8542 Wiesendangen",zurich,Apartment,eg,1971-1980
"CHF 770,000.–",3.5 rooms,"Wiesenstrasse 3, 8307 Effretikon",zurich,Apartment,eg,1971-1980
"CHF 490,000.–",1.5 rooms,8055 Zürich,zurich,Apartment,eg,1971-1980
"CHF 725,000.–",1.5 rooms,8052 Zürich,zurich,Apartment,eg,1971-1980
"CHF 1,050,000.–",4.5 rooms,"Drusbergstrasse 2, 8634 Hombrechtikon",zurich,Apartment,eg,1971-1980
"CHF 1,490,000.–",4.5 rooms,"Alte Landstrasse 20, 8800 Thalwil",zurich,Apartment,eg,1971-1980
"CHF 790,000.–",3.5 rooms,"Soligänterstrasse 27, 8180 Bülach",zurich,Apartment,eg,1981-1990
"CHF 1,750,000.–",4 rooms,"Biberlinstrasse 5, 8032 Zürich",zurich,Apartment,eg,1981-1990
"CHF 1,065,000.–",3.5 rooms,"Schönbüelstrasse 16, 8304 Wallisellen",zurich,Apartment,eg,1981-1990
"CHF 990,000.–",4.5 rooms,8603 Schwerzenbach,zurich,Apartment,eg,1981-1990
"CHF 699,000.–",4.5 rooms,"Weiherweg 15, 8484 Weisslingen",zurich,Apartment,eg,1981-1990
"CHF 740,000.–",4.5 rooms,"Laupen ZH, 8637 Laupen ZH",zurich,Apartment,eg,1991-2000
"CHF 700,000.–",4.5 rooms,"Wybergstrasse 3, 8182 Hochfelden",zurich,Apartment,eg,1991-2000
"CHF 1,450,000.–",4.5 rooms,"Einsiedlerstrasse 304, 8810 Horgen",zurich,Apartment,eg,1991-2000
"CHF 1,190,000.–",4.5 rooms,8157 Dielsdorf,zurich,Apartment,eg,1991-2000
"CHF 1,340,000.–",4.5 rooms,8124 Maur,zurich,Apartment,eg,1991-2000
"CHF 910,000.–",4.5 rooms,"Sunnehaldeweg 10, 8620 Wetzikon ZH",zurich,Apartment,eg,1991-2000
"CHF 700,000.–",3.5 rooms,8903 Birmensdorf,zurich,Apartment,eg,1991-2000
"CHF 695,000.–",3.5 rooms,8604 Volketswil,zurich,Apartment,eg,1991-2000
"CHF 1,620,000.–",4.5 rooms,"Heizenholz 47, 8049 Zürich",zurich,Apartment,eg,1991-2000
"CHF 1,040,000.–",5.5 rooms,"Brühlstrasse 9, 8311 Brütten",zurich,Apartment,eg,1991-2000
"CHF 1,250,000.–",4.5 rooms,"Alte Buchserstrasse 18, 8113 Boppelsen",zurich,Apartment,eg,1991-2000
"CHF 1,065,000.–",3.5 rooms,8610 Uster,zurich,Apartment,eg,1991-2000
"CHF 475,000.–",2 rooms,"Reismühlestrasse 4, 8409 Winterthur",zurich,Apartment,eg,1991-2000
"CHF 905,000.–",4.5 rooms,"Alpenblick 10, 8311 Brütten",zurich,Apartment,eg,1991-2000
"CHF 1,830,000.–",4.5 rooms,"Michelstrasse 11, 8049 Zürich",zurich,Apartment,eg,1991-2000
"CHF 1,581,510.–",4.5 rooms,"Trockenloostrasse 80, 8105 Regensdorf",zurich,Apartment,eg,2001-2005
"CHF 1,235,970.–",4.5 rooms,"Hardstrasse 83, 8424 Embrach",zurich,Apartment,eg,2001-2005
"CHF 1,847,310.–",4.5 rooms,"Trockenloostrasse 70, 8105 Regensdorf",zurich,Apartment,eg,2001-2005
"CHF 1,588,150.–",3.5 rooms,"Aronenweg 12, 8618 Oetwil am See",zurich,Apartment,eg,2001-2005
"CHF 2,890,570.–",3.5 rooms,"Holzwiesstrasse 10, 8704 Herrliberg",zurich,Apartment,eg,2001-2005
"CHF 1,315,710.–",3.5 rooms,"Adetswilerstrasse 12B, 8344 Bäretswil",zurich,Apartment,eg,2001-2005
"CHF 1,129,650.–",3.5 rooms,"Püntenweg 8, 8181 Höri",zurich,Apartment,eg,2001-2005
"CHF 1,428,670.–",3.5 rooms,8914 Aeugst am Albis,zurich,Apartment,eg,2001-2005
"CHF 1,574,860.–",3.5 rooms,"Huswiesstrasse 14, 8608 Bubikon",zurich,Apartment,eg,2001-2005
"CHF 1,295,770.–",3.5 rooms,"Kirchackerstrasse 20, 8405 Winterthur",zurich,Apartment,eg,2001-2005
"CHF 1,674,540.–",4.5 rooms,8122 Binz,zurich,Apartment,eg,2001-2005
"CHF 2,350,000.–",5.5 rooms,"Au ZH, 8804 Au ZH",zurich,Apartment,eg,2006-2010
"CHF 3,100,000.–",3.5 rooms,"Zollikon, 8702 Zollikon",zurich,Apartment,eg,2006-2010
"CHF 1,050,000.–",4.5 rooms,"Wasserfuristrasse 61, 8542 Wiesendangen",zurich,Apartment,eg,2006-2010
"CHF 1,550,000.–",4.5 rooms,"Mühlestrasse 9A, 8108 Dällikon",zurich,Apartment,eg,2006-2010
"CHF 1,390,000.–",4.5 rooms,"Winterthurerstrasse 87, 8610 Uster",zurich,Apartment,eg,2006-2010
"CHF 1,760,000.–",4.5 rooms,8820 Wädenswil,zurich,Apartment,eg,2006-2010
"CHF 1,675,000.–",5.5 rooms,"Winterthurerstrasse 85, 8610 Uster",zurich,Apartment,eg,2006-2010
"CHF 1,320,000.–",3.5 rooms,"Frankentalerstrasse 37, 8049 Zürich",zurich,Apartment,eg,2006-2010
"CHF 3,800,000.–",4.5 rooms,8700 Küsnacht ZH,zurich,Apartment,eg,2006-2010
"CHF 2,690,000.–",5.5 rooms,8810 Horgen,zurich,Apartment,eg,2006-2010
"CHF 1,400,000.–",4.5 rooms,8602 Wangen b. Dübendorf,zurich,Apartment,eg,2006-2010
"CHF 1,450,000.–",4.5 rooms,8152 Glattbrugg,zurich,Apartment,eg,2006-2010
"CHF 3,790,000.–",5.5 rooms,"Zürich, 8044 Zürich",zurich,Apartment,eg,2011-2015
"CHF 2,390,000.–",4.5 rooms,"Siewerdtstrasse 15, 8050 Zürich",zurich,Apartment,eg,2011-2015
"CHF 1,290,000.–",4.5 rooms,"Obere Geerenstrasse 66, 8044 Gockhausen",zurich,Apartment,eg,2011-2015
"CHF 840,000.–",3.5 rooms,8422 Pfungen,zurich,Apartment,eg,2011-2015
"CHF 1,490,000.–",2 rooms,8044 Zürich,zurich,Apartment,eg,2011-2015
"CHF 865,000.–",4.5 rooms,8192 Glattfelden,zurich,Apartment,eg,2011-2015
"CHF 1,470,000.–",3.5 rooms,8046 Zürich,zurich,Apartment,eg,2011-2015
"CHF 1,470,000.–",3.5 rooms,8046 Zürich,zurich,Apartment,eg,2011-2015
"CHF 890,000.–",3.5 rooms,8833 Samstagern,zurich,Apartment,eg,2011-2015
"CHF 1,090,000.–",4.5 rooms,8623 Wetzikon ZH,zurich,Apartment,eg,2011-2015
"CHF 1,670,000.–",5.5 rooms,8302 Kloten,zurich,Apartment,eg,2011-2015
"CHF 772,500.–",2.5 rooms,"Schaffhauserstrasse 95, 8302 Kloten",zurich,Apartment,eg,2011-2015
"CHF 3,280,000.–",4.5 rooms,8803 Rüschlikon,zurich,Apartment,eg,2011-2015
"CHF 3,420,000.–",4.5 rooms,"Frohalpstrasse 21, 8038 Zürich",zurich,Apartment,eg,2016-2022
"CHF 1,295,000.–",4.5 rooms,8121 Benglen,zurich,Apartment,eg,2016-2022
"CHF 2,530,000.–",4.5 rooms,8700 Küsnacht ZH,zurich,Apartment,eg,2016-2022
"CHF 685,000.–",2.5 rooms,"Rapperswilerstrasse 32, 8630 Rüti ZH",zurich,Apartment,eg,2016-2022
"CHF 1,500,000.–",4.5 rooms,8634 Hombrechtikon,zurich,Apartment,eg,2016-2022
"CHF 1,690,000.–",4.5 rooms,"Haldengasse 6, 8135 Langnau am Albis",zurich,Apartment,eg,2016-2022
"CHF 1,350,000.–",4.5 rooms,"Hochfelden, 8182 Hochfelden",zurich,Apartment,noteg,0-1919
"CHF 2,495,000.–",5.5 rooms,8000 Zürich,zurich,Apartment,noteg,0-1919
"CHF 855,000.–",4.5 rooms,"Einsiedlerstrasse 117, 8810 Horgen",zurich,Apartment,noteg,0-1919
"CHF 1,980,000.–",3.5 rooms,8942 Oberrieden,zurich,Apartment,noteg,0-1919
"CHF 4,300,000.–",5.5 rooms,"Zähringerplatz 11, 8001 Zürich",zurich,Apartment,noteg,0-1919
"CHF 4,900,000.–",6.5 rooms,8706 Meilen,zurich,Apartment,noteg,0-1919
"CHF 725,000.–",1 room,"Schaffhauserstrasse 221, 8057 Zürich",zurich,Apartment,noteg,0-1919
"CHF 1,390,000.–",3 rooms,8045 Zürich,zurich,Apartment,noteg,0-1919
"CHF 890,000.–",3 rooms,8413 Neftenbach,zurich,Apartment,noteg,0-1919
"CHF 1,090,000.–",3.5 rooms,"Rychenbergstrasse 22, 8400 Winterthur",zurich,Apartment,noteg,1919-1945
"CHF 1,050,000.–",2.5 rooms,"Röschibachstrasse 71, 8037 Zürich",zurich,Apartment,noteg,1919-1945
"CHF 2,687,000.–",3.5 rooms,8006 Zürich,zurich,Apartment,noteg,1919-1945
"CHF 687,000.–",5 rooms,"Bahnhofstrasse 236, 8623 Wetzikon ZH",zurich,Apartment,noteg,1946-1960
"CHF 490,000.–",3 rooms,"Rappenstrasse 4, 8307 Effretikon",zurich,Apartment,noteg,1946-1960
"CHF 490,000.–",3 rooms,"Rappenstrasse 4, 8307 Effretikon",zurich,Apartment,noteg,1946-1960
"CHF 850,000.–",4 rooms,"Im Grund 8, 8600 Dübendorf",zurich,Apartment,noteg,1946-1960
"CHF 645,000.–",3.5 rooms,"Kalkofenstrasse 4, 8810 Horgen",zurich,Apartment,noteg,1961-1970
"CHF 595,000.–",4.5 rooms,"Quellenstrasse 1, 8307 Effretikon",zurich,Apartment,noteg,1961-1970
"CHF 930,000.–",5.5 rooms,"Haltenrebenstrasse 53, 8408 Winterthur",zurich,Apartment,noteg,1961-1970
"CHF 895,000.–",5 rooms,"Im Chrummenacher 2, 8308 Illnau",zurich,Apartment,noteg,1961-1970
"CHF 1,130,000.–",7.5 rooms,"Beislerstrasse 12, 8634 Hombrechtikon",zurich,Apartment,noteg,1961-1970
"CHF 1,690,000.–",3.5 rooms,"Hanflandstrasse 15, 8617 Mönchaltorf",zurich,Apartment,noteg,1961-1970
"CHF 780,000.–",4.5 rooms,"Rigiweg 9, 8604 Volketswil",zurich,Apartment,noteg,1961-1970
"CHF 1,295,000.–",4.5 rooms,8820 Wädenswil,zurich,Apartment,noteg,1961-1970
"CHF 1,550,000.–",4.5 rooms,8053 Zürich,zurich,Apartment,noteg,1961-1970
"CHF 687,000.–",3.5 rooms,"Alte Landstrasse 100, 8804 Wädenswil",zurich,Apartment,noteg,1961-1970
"CHF 780,000.–",4.5 rooms,8954 Geroldswil,zurich,Apartment,noteg,1961-1970
"CHF 799,000.–",2.5 rooms,8810 Horgen,zurich,Apartment,noteg,1961-1970
"CHF 940,000.–",4.5 rooms,"Gyrhaldenstrasse, 8953 Dietikon",zurich,Apartment,noteg,1961-1970
"CHF 2,220,000.–",5.5 rooms,8052 Zürich,zurich,Apartment,noteg,1971-1980
"CHF 795,000.–",3.5 rooms,"Bachtalenstrasse 4, 8908 Hedingen",zurich,Apartment,noteg,1971-1980
"CHF 690,000.–",4.5 rooms,"Bodenacherstrasse 57, 8121 Benglen",zurich,Apartment,noteg,1971-1980
"CHF 590,000.–",3.5 rooms,"Zelglistrasse 3, 8344 Bäretswil",zurich,Apartment,noteg,1971-1980
"CHF 735,000.–",1.5 rooms,"Buchzelgstrasse 21, 8053 Zürich",zurich,Apartment,noteg,1971-1980
"CHF 895,000.–",3.5 rooms,"Wallisellen, 8304 Wallisellen",zurich,Apartment,noteg,1971-1980
"CHF 845,000.–",4.5 rooms,"Gerenstrasse 70, 8105 Regensdorf",zurich,Apartment,noteg,1971-1980
"CHF 690,000.–",4.5 rooms,"Benglen, 8121 Benglen",zurich,Apartment,noteg,1971-1980
"CHF 1,290,000.–",6.5 rooms,"Rebstrasse 30, 8156 Oberhasli",zurich,Apartment,noteg,1971-1980
"CHF 1,280,000.–",4.5 rooms,"Rütiwiesenstrasse 5, 8136 Gattikon",zurich,Apartment,noteg,1971-1980
"CHF 859,000.–",4.5 rooms,"Gstaldenstrasse 9, 8810 Horgen",zurich,Apartment,noteg,1971-1980
"CHF 935,000.–",4.5 rooms,"Gotzenwilerstrasse 6, 8405 Winterthur",zurich,Apartment,noteg,1971-1980
"CHF 795,000.–",4.5 rooms,"Chännerwisstrasse 2, 8352 Elsau",zurich,Apartment,noteg,1971-1980
"CHF 2,200,000.–",5.5 rooms,"Feldgüetliweg 75, 8706 Meilen",zurich,Apartment,noteg,1971-1980
"CHF 1,590,000.–",3.5 rooms,"Kappeliweg 5, 8703 Erlenbach (ZH)",zurich,Apartment,noteg,1971-1980
"CHF 725,000.–",4.5 rooms,"Staffelackerstrasse 27, 8953 Dietikon",zurich,Apartment,noteg,1971-1980
"CHF 499,000.–",2.5 rooms,"Staffelackerstrasse 33, 8953 Dietikon",zurich,Apartment,noteg,1971-1980
"CHF 895,000.–",4.5 rooms,"Wurmbühlstrasse 4, 8405 Winterthur",zurich,Apartment,noteg,1971-1980
"CHF 1,080,000.–",119m²,"Lufingerstrasse 25, 8185 Winkel",zurich,Apartment,noteg,1971-1980
"CHF 950,000.–",5 rooms,"Goldbühlstrasse 4, 8620 Wetzikon ZH",zurich,Apartment,noteg,1971-1980
"CHF 690,000.–",2.5 rooms,"Finsterrüttistrasse 55, 8135 Langnau am Albis",zurich,Apartment,noteg,1971-1980
"CHF 755,000.–",4.5 rooms,"Goldbühlstrasse 4, 8620 Wetzikon ZH",zurich,Apartment,noteg,1971-1980
"CHF 775,000.–",4.5 rooms,"Kempttalstasse78, 8308 Illnau",zurich,Apartment,noteg,1971-1980
"CHF 670,000.–",4.5 rooms,"Seestrasse 27, 8617 Mönchaltorf",zurich,Apartment,noteg,1971-1980
"CHF 750,000.–",4 rooms,"Im Zentrum 3, 8604 Volketswil",zurich,Apartment,noteg,1971-1980
"CHF 695,000.–",4 rooms,8106 Adlikon b. Regensdorf,zurich,Apartment,noteg,1971-1980
"CHF 795,000.–",4.5 rooms,8634 Hombrechtikon,zurich,Apartment,noteg,1971-1980
"CHF 1,140,000.–",6.5 rooms,"Sunnenbergstrasse 39, 8447 Dachsen",zurich,Apartment,noteg,1971-1980
"CHF 875,000.–",3.5 rooms,"Niederfeldstrasse 26, 8932 Mettmenstetten",zurich,Apartment,noteg,1971-1980
"CHF 1,290,000.–",3.5 rooms,8055 Zürich,zurich,Apartment,noteg,1971-1980
"CHF 620,000.–",4.5 rooms,8309 Nürensdorf,zurich,Apartment,noteg,1971-1980
"CHF 414,000.–",4.5 rooms,8636 Wald,zurich,Apartment,noteg,1971-1980
"CHF 780,000.–",4.5 rooms,"Hörnlistrasse 13, 8600 Dübendorf",zurich,Apartment,noteg,1971-1980
"CHF 640,000.–",3 rooms,8121 Benglen,zurich,Apartment,noteg,1971-1980
"CHF 550,000.–",3.5 rooms,8422 Pfungen,zurich,Apartment,noteg,1971-1980
"CHF 580,000.–",2.5 rooms,"Bachtelstrasse 19, 8123 Ebmatingen",zurich,Apartment,noteg,1971-1980
"CHF 995,000.–",2.5 rooms,8004 Zürich,zurich,Apartment,noteg,1971-1980
"CHF 720,000.–",3.5 rooms,"Tiefenhofstrasse 23, 8820 Wädenswil",zurich,Apartment,noteg,1971-1980
"CHF 750,000.–",4.5 rooms,"Mülistrasse 3, 8320 Fehraltorf",zurich,Apartment,noteg,1971-1980
"CHF 680,000.–",4.5 rooms,"Ifangstrasse, 8427 Rorbas",zurich,Apartment,noteg,1971-1980
"CHF 883,780.–",4.5 rooms,8604 Volketswil,zurich,Apartment,noteg,1971-1980
"CHF 1,322,350.–",3.5 rooms,"Brunnenwiesenstrasse 23, 8305 Dietlikon",zurich,Apartment,noteg,1971-1980
"CHF 2,099,820.–",3.5 rooms,"Ausserdofstrasse 11, 8052 Zürich",zurich,Apartment,noteg,1971-1980
"CHF 917,010.–",4.5 rooms,"Rütiwisstrasse 20, 8604 Volketswil",zurich,Apartment,noteg,1971-1980
