price,number_of_rooms,square_meters,address,canton,property_type,floor,year_category
"CHF 598,000.–",3.5 rooms,114m²,1347 Le Sentier,vaud,Apartment,eg,2016-2024
"CHF 470,000.–",2.5 rooms,85m²,1347 Le Sentier,vaud,Apartment,eg,2016-2024
"CHF 485,000.–",2.5 rooms,87m²,1347 Le Sentier,vaud,Apartment,eg,2016-2024
"CHF 640,000.–",2.5 rooms,44m²,1031 Mex VD,vaud,Apartment,eg,2016-2024
"CHF 847,000.–",5.5 rooms,160m²,1337 Vallorbe,vaud,Apartment,eg,2016-2024
"CHF 745,000.–",4 rooms,81m²,1040 Villars-le-Terroir,vaud,Apartment,eg,2016-2024
"CHF 850,000.–",1 room,40m²,1009 Pully,vaud,Apartment,eg,2016-2024
"CHF 670,000.–",2.5 rooms,53m²,1175 Lavigny,vaud,Apartment,eg,2016-2024
"CHF 750,000.–",2.5 rooms,67m²,"Crissier, 1023 Crissier",vaud,Apartment,eg,2016-2024
"CHF 750,000.–",2.5 rooms,67m²,"A Crissier, 1023 Crissier",vaud,Apartment,eg,2016-2024
"CHF 545,000.–",3.5 rooms,82m²,1852 Roche VD,vaud,Apartment,eg,2016-2024
"CHF 1,095,000.–",3.5 rooms,109m²,"Chemin de Sainte-Croix 12F, 1807 Blonay",vaud,Apartment,eg,2016-2024
"CHF 510,000.–",3.5 rooms,85m²,1337 Vallorbe,vaud,Apartment,eg,2016-2024
"CHF 542,000.–",3.5 rooms,87m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 742,000.–",3.5 rooms,119m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 699,000.–",4.5 rooms,113m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 799,000.–",4.5 rooms,130m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 730,000.–",3.5 rooms,91m²,1867 Ollon VD,vaud,Apartment,eg,2016-2024
"CHF 550,000.–",3.5 rooms,74m²,1530 Payerne,vaud,Apartment,eg,2016-2024
"CHF 659,000.–",3.5 rooms,125m²,1530 Payerne,vaud,Apartment,eg,2016-2024
"CHF 1,980,000.–",5 rooms,151m²,1805 Jongny,vaud,Apartment,eg,2016-2024
"CHF 775,000.–",3.5 rooms,83m²,1189 Saubraz,vaud,Apartment,eg,2016-2024
"CHF 860,000.–",3.5 rooms,92m²,1278 La Rippe,vaud,Apartment,eg,2016-2024
"CHF 1,665,660.–",4.5 rooms,145m²,1008 Prilly,vaud,Apartment,eg,2016-2024
"CHF 487,000.–",2.5 rooms,53m²,1123 Aclens,vaud,Apartment,eg,2016-2024
"CHF 1,790,000.–",5.5 rooms,161m²,1295 Mies,vaud,Apartment,eg,2016-2024
"CHF 785,000.–",3.5 rooms,121m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 1,720,000.–",4.5 rooms,117m²,1012 Lausanne,vaud,Apartment,eg,2016-2024
"CHF 1,200,000.–",3.5 rooms,96m²,1820 Montreux,vaud,Apartment,eg,2016-2024
"CHF 720,000.–",5.5 rooms,149m²,1584 Villars le Grand,vaud,Apartment,eg,2016-2024
"CHF 595,000.–",2.5 rooms,75m²,1316 Chevilly,vaud,Apartment,eg,2016-2024
"CHF 1,270,000.–",4.5 rooms,142m²,1804 Corsier-sur-Vevey,vaud,Apartment,eg,2016-2024
"CHF 449,000.–",3.5 rooms,107m²,1337 Vallorbe,vaud,Apartment,eg,2016-2024
"CHF 319,000.–",1.5 rooms,58m²,1337 Vallorbe,vaud,Apartment,eg,2016-2024
"CHF 790,000.–",3.5 rooms,119m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 1,655,000.–",4.5 rooms,112m²,1805 Jongny,vaud,Apartment,eg,2016-2024
"CHF 695,000.–",2.5 rooms,48m²,1008 Prilly,vaud,Apartment,eg,2016-2024
"CHF 945,000.–",4.5 rooms,134m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 639,000.–",3.5 rooms,75m²,1145 Bière,vaud,Apartment,eg,2016-2024
"CHF 668,000.–",3.5 rooms,77m²,1145 Bière,vaud,Apartment,eg,2016-2024
"CHF 895,000.–",3.5 rooms,85m²,1035 Bournens,vaud,Apartment,eg,2016-2024
"CHF 795,000.–",3.5 rooms,79m²,1035 Bournens,vaud,Apartment,eg,2016-2024
"CHF 860,000.–",3.5 rooms,93m²,1035 Bournens,vaud,Apartment,eg,2016-2024
"CHF 1,045,000.–",4.5 rooms,108m²,1035 Bournens,vaud,Apartment,eg,2016-2024
"CHF 410,000.–",2.5 rooms,51m²,"Rue du Simplon 5, 1880 Bex",vaud,Apartment,eg,2016-2024
"CHF 745,000.–",4.5 rooms,102m²,1585 Salavaux,vaud,Apartment,eg,2016-2024
"CHF 515,000.–",2.5 rooms,71m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 495,000.–",2.5 rooms,73m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 1,240,000.–",4.5 rooms,,1008 Prilly,vaud,Apartment,eg,2016-2024
"CHF 475,000.–",2.5 rooms,70m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 2,480,000.–",4.5 rooms,124m²,1162 St-Prex,vaud,Apartment,eg,2016-2024
"CHF 1,390,000.–",4.5 rooms,152m²,1276 Gingins,vaud,Apartment,eg,2016-2024
"CHF 650,000.–",2.5 rooms,97m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 1,200,000.–",4.5 rooms,102m²,1803 Chardonne,vaud,Apartment,eg,2016-2024
"CHF 570,000.–",3.5 rooms,67m²,"Orny, 1317 Orny",vaud,Apartment,eg,2016-2024
"CHF 750,000.–",4.5 rooms,94m²,"Orny, 1317 Orny",vaud,Apartment,eg,2016-2024
"CHF 570,000.–",3.5 rooms,67m²,"A Orny, 1317 Orny",vaud,Apartment,eg,2016-2024
"CHF 750,000.–",4.5 rooms,94m²,"A Orny, 1317 Orny",vaud,Apartment,eg,2016-2024
"CHF 355,000.–",2 rooms,41m²,"Route d’Echallens 6A, 1082 Corcelles-le-Jorat",vaud,Apartment,eg,2016-2024
"CHF 1,782,000.–",3.5 rooms,109m²,1012 Lausanne,vaud,Apartment,eg,2016-2024
"CHF 930,000.–",6.5 rooms,229m²,1584 Villars le Grand,vaud,Apartment,eg,2016-2024
"CHF 1,400,000.–",5.5 rooms,159m²,1052 Mont sur Lausanne,vaud,Apartment,eg,2016-2024
"CHF 1,339,000.–",4.5 rooms,113m²,1806 St-Légier-La Chiésaz,vaud,Apartment,eg,2016-2024
"CHF 376,000.–",2.5 rooms,54m²,1530 Payerne,vaud,Apartment,eg,2016-2024
"CHF 1,230,000.–",4 rooms,78m²,1071 Rivaz,vaud,Apartment,eg,2016-2024
"CHF 815,000.–",4.5 rooms,104m²,1445 Vuiteboeuf,vaud,Apartment,eg,2016-2024
"CHF 3,200,000.–",4.5 rooms,174m²,1070 Puidoux,vaud,Apartment,eg,2016-2024
"CHF 710,000.–",3.5 rooms,75m²,1081 Montpreveyres,vaud,Apartment,eg,2016-2024
"CHF 1,190,000.–",5.5 rooms,126m²,"Chemin de la Gay 1, 1803 Chardonne",vaud,Apartment,eg,2016-2024
"CHF 1,200,000.–",5.5 rooms,129m²,"Chemin de la Gay 1, 1803 Chardonne",vaud,Apartment,eg,2016-2024
"CHF 1,955,000.–",4.5 rooms,129m²,"St-Prex, 1162 St-Prex",vaud,Apartment,eg,2016-2024
"CHF 995,000.–",3.5 rooms,,"Avenue Traménaz 11, 1814 La Tour-de-Peilz",vaud,Apartment,eg,2016-2024
"CHF 495,000.–",2.5 rooms,71m²,1510 Moudon,vaud,Apartment,eg,2016-2024
"CHF 1,930,000.–",4.5 rooms,110m²,1090 La Croix (Lutry),vaud,Apartment,eg,2016-2024
"CHF 730,000.–",2.5 rooms,57m²,1022 Chavannes-près-Renens,vaud,Apartment,eg,2016-2024
"CHF 1,330,000.–",4.5 rooms,93m²,1277 Borex,vaud,Apartment,eg,2016-2024
"CHF 750,000.–",2.5 rooms,51m²,1110 Morges,vaud,Apartment,eg,2016-2024
"CHF 1,095,000.–",3.5 rooms,109m²,1800 Vevey,vaud,Apartment,eg,2016-2024
"CHF 1,195,000.–",5.5 rooms,124m²,1036 Sullens,vaud,Apartment,eg,2016-2024
"CHF 860,000.–",4.5 rooms,124m²,1522 Lucens,vaud,Apartment,eg,2016-2024
"CHF 595,000.–",3.5 rooms,82m²,1437 Suscévaz,vaud,Apartment,eg,2016-2024
"CHF 1,260,000.–",4.5 rooms,130m²,"Crissier, 1023 Crissier",vaud,Apartment,eg,2016-2024
"CHF 1,360,000.–",4.5 rooms,,"Avenue de Traménaz, 1814 La Tour-de-Peilz",vaud,Apartment,eg,2016-2024
"CHF 1,250,000.–",3.5 rooms,81m²,1009 Pully,vaud,Apartment,eg,2016-2024
"CHF 375,000.–",2.5 rooms,66m²,"Route de Lucens 2, 1682 Prévonloup",vaud,Apartment,eg,2016-2024
"CHF 465,000.–",1.5 rooms,34m²,1022 Chavannes-près-Renens,vaud,Apartment,eg,2016-2024
"CHF 771,000.–",2.5 rooms,61m²,1022 Chavannes-près-Renens,vaud,Apartment,eg,2016-2024
"CHF 771,000.–",2.5 rooms,61m²,1022 Chavannes-près-Renens,vaud,Apartment,eg,2016-2024
"CHF 1,890,000.–",5.5 rooms,149m²,1805 Jongny,vaud,Apartment,eg,2016-2024
"CHF 2,200,000.–",4.5 rooms,162m²,1295 Tannay,vaud,Apartment,eg,2016-2024
"CHF 2,090,000.–",5.5 rooms,152m²,1295 Tannay,vaud,Apartment,eg,2016-2024
"CHF 1,820,000.–",4.5 rooms,111m²,1295 Tannay,vaud,Apartment,eg,2016-2024
"CHF 1,720,000.–",4.5 rooms,117m²,1012 Lausanne,vaud,Apartment,eg,2016-2024
"CHF 1,110,000.–",4.5 rooms,122m²,1034 Boussens,vaud,Apartment,eg,2016-2024
"CHF 1,095,000.–",4.5 rooms,99m²,1820 Montreux,vaud,Apartment,eg,2016-2024
"CHF 1,360,000.–",4.5 rooms,107m²,1814 La Tour-de-Peilz,vaud,Apartment,eg,2016-2024
"CHF 575,000.–",4.5 rooms,82m²,1554 Sédeilles,vaud,Apartment,eg,2016-2024
"CHF 995,000.–",3.5 rooms,79m²,1814 La Tour-de-Peilz,vaud,Apartment,eg,2016-2024
"CHF 575,000.–",4.5 rooms,107m²,"Mont-la-Ville, 1148 Mont-la-Ville",vaud,Apartment,eg,2016-2024
"CHF 525,000.–",2.5 rooms,47m²,1400 Yverdon-les-Bains,vaud,Apartment,eg,2016-2024
"CHF 2,440,000.–",5.5 rooms,147m²,"Pully, 1009 Pully",vaud,Apartment,eg,2016-2024
"CHF 1,250,000.–",4.5 rooms,122m²,1180 Tartegnin,vaud,Apartment,eg,2016-2024
"CHF 1,460,000.–",3.5 rooms,87m²,1095 Lutry,vaud,Apartment,eg,2016-2024
"CHF 1,665,000.–",4.5 rooms,145m²,1008 Prilly,vaud,Apartment,eg,2016-2024
"CHF 695,000.–",3 rooms,73m²,"Gimel, 1188 Gimel",vaud,Apartment,eg,2016-2024
"CHF 960,000.–",5.5 rooms,130m²,1860 Aigle,vaud,Apartment,eg,2016-2024
"CHF 545,000.–",3.5 rooms,76m²,1860 Aigle,vaud,Apartment,eg,2016-2024
"CHF 415,000.–",2.5 rooms,54m²,1860 Aigle,vaud,Apartment,eg,2016-2024
"CHF 1,720,000.–",5.5 rooms,142m²,1052 Le Mont-sur-Lausanne,vaud,Apartment,eg,2016-2024
"CHF 1,295,000.–",3.5 rooms,86m²,1009 Pully,vaud,Apartment,eg,2016-2024
"CHF 487,000.–",2.5 rooms,53m²,1110 Morges,vaud,Apartment,eg,2016-2024
"CHF 880,000.–",3.5 rooms,86m²,1032 Romanel-sur-Lausanne,vaud,Apartment,eg,2016-2024
"CHF 545,000.–",3.5 rooms,79m²,1852 Roche VD,vaud,Apartment,eg,2016-2024
"CHF 570,000.–",3.5 rooms,80m²,1530 Payerne,vaud,Apartment,eg,2016-2024
"CHF 1,790,000.–",5.5 rooms,161m²,"Chemin de la Faverge 12, 1295 Mies",vaud,Apartment,eg,2016-2024
"CHF 1,490,000.–",4.5 rooms,140m²,1008 Jouxtens-Mézery,vaud,Apartment,eg,2016-2024
"CHF 1,045,000.–",3.5 rooms,80m²,1800 Vevey,vaud,Apartment,eg,2016-2024
"CHF 722,000.–",3.5 rooms,92m²,1317 Orny,vaud,Apartment,eg,2016-2024
"CHF 530,000.–",3.5 rooms,73m²,1316 Chevilly,vaud,Apartment,eg,2016-2024
"CHF 790,000.–",2.5 rooms,56m²,1020 Renens VD,vaud,Apartment,eg,2016-2024
"CHF 315,900.–",1 room,41m²,1441 Valeyres-sous-Montagny,vaud,Apartment,eg,2016-2024
"CHF 1,590,000.–",4.5 rooms,120m²,"Chemin des Grands-Champs, 1196 Gland",vaud,Apartment,eg,2016-2024
"CHF 1,327,500.–",4.5 rooms,128m²,1183 Bursins,vaud,Apartment,eg,2016-2024
"CHF 459,000.–",3.5 rooms,78m²,1525 Henniez,vaud,Apartment,eg,2016-2024
"CHF 1,980,000.–",5 rooms,149m²,1805 Jongny,vaud,Apartment,eg,2016-2024
"CHF 998,000.–",3.5 rooms,78m²,"Chemin des Grands-Champs, 1196 Gland",vaud,Apartment,eg,2016-2024
"CHF 920,000.–",4.5 rooms,107m²,1373 Chavornay,vaud,Apartment,eg,2016-2024
"CHF 1,330,000.–",4.5 rooms,94m²,1277 Nyon,vaud,Apartment,eg,2016-2024
"CHF 1,290,000.–",3.5 rooms,106m²,1094 Paudex,vaud,Apartment,eg,2016-2024
"CHF 510,000.–",3.5 rooms,87m²,1337 Vallorbe,vaud,Apartment,eg,2016-2024
"CHF 545,000.–",3.5 rooms,90m²,1852 Roche VD,vaud,Apartment,eg,2016-2024
"CHF 545,000.–",3.5 rooms,90m²,1852 Roche VD,vaud,Apartment,eg,2016-2024
"CHF 695,000.–",4.5 rooms,93m²,1350 Orbe,vaud,Apartment,eg,2016-2024
"CHF 1,450,000.–",4.5 rooms,113m²,1024 Ecublens VD,vaud,Apartment,eg,2016-2024
"CHF 850,000.–",3.5 rooms,,1276 Gingins,vaud,Apartment,eg,2016-2024
"CHF 1,200,000.–",3.5 rooms,96m²,1820 Montreux,vaud,Apartment,eg,2016-2024
"CHF 1,020,000.–",3.5 rooms,83m²,1820 Montreux,vaud,Apartment,eg,2016-2024
"CHF 668,000.–",3.5 rooms,77m²,1145 Bière,vaud,Apartment,eg,2016-2024
"CHF 639,000.–",3.5 rooms,75m²,1145 Bière,vaud,Apartment,eg,2016-2024
"CHF 1,220,000.–",5 rooms,146m²,1114 Colombier VD,vaud,Apartment,eg,2016-2024
"CHF 720,000.–",2.5 rooms,65m²,1400 Yverdon-les-Bains,vaud,Apartment,eg,2016-2024
"CHF 1,260,000.–",3.5 rooms,102m²,"Chemin Isabelle de Montolieu 25, 1010 Lausanne",vaud,Apartment,eg,2016-2024
"CHF 1,500,000.–",5 rooms,155m²,"Avenue Collonges, 1004 Lausanne",vaud,Apartment,noteg,0-1919
"CHF 1,410,000.–",4.5 rooms,125m²,"Grand'Rue 44, 1176 St-Livres",vaud,Apartment,noteg,0-1919
"CHF 1,895,000.–",5.5 rooms,129m²,"Avenue Louis-Vulliemin 10, 1005 Lausanne",vaud,Apartment,noteg,0-1919
"CHF 1,950,000.–",7.5 rooms,227m²,"Vevey, 1800 Vevey",vaud,Apartment,noteg,0-1919
"CHF 1,050,000.–",5.5 rooms,149m²,"Chailly-Montreux, 1816 Chailly-Montreux",vaud,Apartment,noteg,0-1919
"CHF 369,000.–",3 rooms,90m²,"Les Rasses, 1452 Les Rasses",vaud,Apartment,noteg,0-1919
"CHF 1,450,000.–",7.5 rooms,245m²,"Yverdon-les-Bains, 1400 Yverdon-les-Bains",vaud,Apartment,noteg,0-1919
"CHF 695,000.–",3.5 rooms,75m²,"Renens VD, 1020 Renens VD",vaud,Apartment,noteg,0-1919
"CHF 1,900,000.–",5.5 rooms,160m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 1,580,000.–",7.5 rooms,196m²,1800 Vevey,vaud,Apartment,noteg,0-1919
"CHF 1,390,000.–",3.5 rooms,124m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 580,000.–",4.5 rooms,94m²,1417 Essertines-sur-Yverdon,vaud,Apartment,noteg,0-1919
"CHF 870,000.–",4.5 rooms,120m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 1,350,000.–",2.5 rooms,88m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 1,350,000.–",3 rooms,88m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 1,390,000.–",3.5 rooms,124m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 990,000.–",4.5 rooms,164m²,1188 Gimel,vaud,Apartment,noteg,0-1919
"CHF 2,450,000.–",7 rooms,256m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 1,660,000.–",5.5 rooms,198m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 480,000.–",4.5 rooms,101m²,"Chalet les Bluets, 1863 Le Sépey",vaud,Apartment,noteg,0-1919
"CHF 1,295,000.–",5.5 rooms,156m²,1302 Vufflens-la-Ville,vaud,Apartment,noteg,0-1919
"CHF 740,000.–",6 rooms,155m²,1522 Lucens,vaud,Apartment,noteg,0-1919
"CHF 930,000.–",3.5 rooms,113m²,1170 Aubonne,vaud,Apartment,noteg,0-1919
"CHF 1,990,000.–",6.5 rooms,165m²,1800 Vevey,vaud,Apartment,noteg,0-1919
"CHF 1,190,000.–",3.5 rooms,130m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 1,695,000.–",7.5 rooms,149m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 420,000.–",5.5 rooms,111m²,1880 Bex,vaud,Apartment,noteg,0-1919
"CHF 1,500,000.–",3.5 rooms,132m²,1800 Vevey,vaud,Apartment,noteg,0-1919
"CHF 495,000.–",2.5 rooms,130m²,1880 Bex,vaud,Apartment,noteg,0-1919
"CHF 2,590,000.–",5.5 rooms,186m²,"Pl. de la Cathédrale, 1005 Lausanne",vaud,Apartment,noteg,0-1919
"CHF 698,000.–",3.5 rooms,72m²,1008 Prilly,vaud,Apartment,noteg,0-1919
"CHF 1,280,000.–",3.5 rooms,,1185 Mont-sur-Rolle,vaud,Apartment,noteg,0-1919
"CHF 325,000.–",2.5 rooms,64m²,1515 Villars-le-Comte,vaud,Apartment,noteg,0-1919
"CHF 2,395,000.–",5.5 rooms,170m²,1006 Lausanne,vaud,Apartment,noteg,0-1919
"CHF 310,000.–",2 rooms,60m²,1515 Villars-le-Comte,vaud,Apartment,noteg,0-1919
"CHF 845,000.–",3.5 rooms,108m²,1580 Avenches,vaud,Apartment,noteg,0-1919
"CHF 1,120,000.–",5.5 rooms,122m²,1023 Crissier,vaud,Apartment,noteg,0-1919
"CHF 550,000.–",4.5 rooms,82m²,1854 Leysin,vaud,Apartment,noteg,0-1919
"CHF 1,250,000.–",3.5 rooms,102m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 2,590,000.–",5.5 rooms,186m²,1005 Lausanne,vaud,Apartment,noteg,0-1919
"CHF 490,000.–",2 rooms,42m²,1884 Villars-sur-Ollon,vaud,Apartment,noteg,0-1919
"CHF 310,000.–",2.5 rooms,63m²,"1, 1522 Lucens",vaud,Apartment,noteg,0-1919
"CHF 3,400,000.–",5 rooms,192m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 990,000.–",4.5 rooms,133m²,1816 Chailly-Montreux,vaud,Apartment,noteg,0-1919
"CHF 720,000.–",5.5 rooms,130m²,"Grand-Rue 24, 1530 Payerne",vaud,Apartment,noteg,0-1919
"CHF 485,000.–",3.5 rooms,81m²,"Grand-Rue 24, 1530 Payerne",vaud,Apartment,noteg,0-1919
"CHF 755,000.–",5 rooms,155m²,1522 Lucens,vaud,Apartment,noteg,0-1919
"CHF 770,000.–",3.5 rooms,118m²,1196 Gland,vaud,Apartment,noteg,0-1919
"CHF 1,490,000.–",4.5 rooms,159m²,1098 Epesses,vaud,Apartment,noteg,0-1919
"CHF 3,500,000.–",5 rooms,195m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 150,000.–",1.5 rooms,46m²,"Route des Alpes 25, 1453 Bullet",vaud,Apartment,noteg,0-1919
"CHF 1,095,000.–",7 rooms,184m²,"Rte de Bettens 8, 1377 Oulens-sous-Echallens",vaud,Apartment,noteg,0-1919
"CHF 1,450,000.–",4 rooms,200m²,"A Gryon, 1882 Gryon",vaud,Apartment,noteg,0-1919
"CHF 600,000.–",1 room,45m²,1820 Montreux,vaud,Apartment,noteg,0-1919
"CHF 930,000.–",4.5 rooms,100m²,1112 Echichens,vaud,Apartment,noteg,0-1919
"CHF 250,000.–",2 rooms,41m²,"Grand-Rue 24, 1530 Payerne",vaud,Apartment,noteg,0-1919
"CHF 500,000.–",3.5 rooms,83m²,"Grand-Rue 24, 1530 Payerne",vaud,Apartment,noteg,0-1919
"CHF 230,000.–",2 rooms,38m²,"Grand-Rue 24, 1530 Payerne",vaud,Apartment,noteg,0-1919
"CHF 225,000.–",2 rooms,37m²,"Grand-Rue 24, 1530 Payerne",vaud,Apartment,noteg,0-1919
"CHF 1,790,000.–",5.5 rooms,169m²,1299 Crans-près-Céligny,vaud,Apartment,noteg,0-1919
"CHF 2,200,000.–",5.5 rooms,314m²,1170 Aubonne,vaud,Apartment,noteg,0-1919
"CHF 850,000.–",6.5 rooms,160m²,1400 Yverdon-les-Bains,vaud,Apartment,noteg,0-1919
"CHF 460,000.–",3.5 rooms,77m²,1854 Leysin,vaud,Apartment,noteg,0-1919
"CHF 490,000.–",3.5 rooms,77m²,1854 Leysin,vaud,Apartment,noteg,0-1919
"CHF 740,000.–",4.5 rooms,140m²,"Lavigny, 1175 Lavigny",vaud,Apartment,noteg,0-1919
"CHF 1,220,000.–",2.5 rooms,91m²,1009 Pully,vaud,Apartment,noteg,0-1919
"CHF 965,000.–",3.5 rooms,89m²,1012 Lausanne,vaud,Apartment,noteg,0-1919
"CHF 975,000.–",3.5 rooms,83m²,1012 Lausanne,vaud,Apartment,noteg,0-1919
"CHF 430,000.–",4.5 rooms,85m²,1522 Lucens,vaud,Apartment,noteg,0-1919
"CHF 2,250,000.–",5 rooms,153m²,1006 Lausanne,vaud,Apartment,noteg,0-1919
"CHF 930,000.–",5.5 rooms,143m²,1806 St-Légier-La Chiésaz,vaud,Apartment,noteg,0-1919
"CHF 595,000.–",4.5 rooms,200m²,"Bex, 1880 Bex",vaud,Apartment,noteg,0-1919
"CHF 1,580,000.–",7.5 rooms,,1800 Vevey,vaud,Apartment,noteg,0-1919
"CHF 795,000.–",3.5 rooms,100m²,1853 Yvorne,vaud,Apartment,noteg,0-1919
"CHF 3,400,000.–",4.5 rooms,207m²,1005 Lausanne,vaud,Apartment,noteg,0-1919
"CHF 960,000.–",3.5 rooms,80m²,"Chemin du Mûrier 8, 1012 Lausanne",vaud,Apartment,noteg,1919-1945
"CHF 695,000.–",3.5 rooms,75m²,"Renens VD, 1020 Renens VD",vaud,Apartment,noteg,1919-1945
"CHF 398,000.–",4.5 rooms,93m²,1854 Leysin,vaud,Apartment,noteg,1919-1945
"CHF 440,000.–",4.5 rooms,92m²,1522 Lucens,vaud,Apartment,noteg,1919-1945
"CHF 1,095,000.–",4.5 rooms,102m²,1820 Montreux,vaud,Apartment,noteg,1919-1945
"CHF 1,095,000.–",4.5 rooms,102m²,1820 Montreux,vaud,Apartment,noteg,1919-1945
"CHF 850,000.–",4.5 rooms,110m²,1885 Chesières,vaud,Apartment,noteg,1919-1945
"CHF 1,290,000.–",4.5 rooms,116m²,1817 Brent,vaud,Apartment,noteg,1919-1945
"CHF 420,000.–",3.5 rooms,80m²,1854 Leysin,vaud,Apartment,noteg,1919-1945
"CHF 790,000.–",2.5 rooms,78m²,1817 Brent,vaud,Apartment,noteg,1919-1945
"CHF 1,390,000.–",4.5 rooms,112m²,1817 Brent,vaud,Apartment,noteg,1919-1945
"CHF 385,000.–",3 rooms,70m²,1325 Vaulion,vaud,Apartment,noteg,1919-1945
"CHF 1,290,000.–",4.5 rooms,117m²,1817 Brent,vaud,Apartment,noteg,1919-1945
"CHF 1,065,000.–",4.5 rooms,136m²,1820 Montreux,vaud,Apartment,noteg,1919-1945
"CHF 1,690,000.–",6.5 rooms,180m²,1029 Villars-Ste-Croix,vaud,Apartment,noteg,1919-1945
"CHF 205,000.–",1.5 rooms,25m²,"rue du village 6a, 1273 Arzier",vaud,Apartment,noteg,1919-1945
"CHF 430,000.–",4.5 rooms,85m²,1522 Lucens,vaud,Apartment,noteg,1919-1945
"CHF 790,000.–",3.5 rooms,70m²,"Chemin Aimé-Steinlen 7, 1004 Lausanne",vaud,Apartment,noteg,1946-1960
"CHF 1,095,000.–",3.5 rooms,84m²,1009 Pully,vaud,Apartment,noteg,1946-1960
"CHF 1,790,000.–",7.5 rooms,,1009 Pully,vaud,Apartment,noteg,1946-1960
"CHF 560,000.–",4 rooms,107m²,1400 Yverdon-les-Bains,vaud,Apartment,noteg,1946-1960
"CHF 615,000.–",3.5 rooms,56m²,1018 Lausanne,vaud,Apartment,noteg,1946-1960
"CHF 1,390,000.–",4.5 rooms,150m²,1185 Mont-sur-Rolle,vaud,Apartment,noteg,1946-1960
"CHF 835,000.–",3 rooms,56m²,1007 Lausanne,vaud,Apartment,noteg,1946-1960
"CHF 657,000.–",3.5 rooms,80m²,"Les Diablotins, 1865 Les Diablerets",vaud,Apartment,noteg,1946-1960
"CHF 806,000.–",5.5 rooms,106m²,"Les Diablerets, 1865 Les Diablerets",vaud,Apartment,noteg,1946-1960
"CHF 828,000.–",4.5 rooms,120m²,"Les Diablotins, 1865 Les Diablerets",vaud,Apartment,noteg,1946-1960
"CHF 509,000.–",2.5 rooms,61m²,"Les Diablotins, 1865 Les Diablerets",vaud,Apartment,noteg,1946-1960
"CHF 824,000.–",4.5 rooms,118m²,"Les Diablotins, 1865 Les Diablerets",vaud,Apartment,noteg,1946-1960
"CHF 560,000.–",4 rooms,107m²,1400 Yverdon-les-Bains,vaud,Apartment,noteg,1946-1960
"CHF 675,000.–",4.5 rooms,73m²,1860 Aigle,vaud,Apartment,noteg,1946-1960
"CHF 510,000.–",3.5 rooms,57m²,1008 Prilly,vaud,Apartment,noteg,1946-1960
"CHF 695,000.–",4.5 rooms,86m²,"Chemin de Roséaz 22, 1030 Bussigny",vaud,Apartment,noteg,1961-1970
"CHF 835,000.–",4.5 rooms,100m²,1884 Villars-sur-Ollon,vaud,Apartment,noteg,1961-1970
"CHF 1,340,000.–",4.5 rooms,137m²,1110 Morges,vaud,Apartment,noteg,1961-1970
"CHF 600,000.–",4.5 rooms,84m²,1884 Villars-sur-Ollon,vaud,Apartment,noteg,1961-1970
"CHF 590,000.–",5.5 rooms,103m²,1884 Villars-sur-Ollon,vaud,Apartment,noteg,1961-1970
"CHF 5,460,000.–",8 rooms,260m²,1007 Lausanne,vaud,Apartment,noteg,1961-1970
"CHF 5,460,000.–",6.5 rooms,250m²,1007 Lausanne,vaud,Apartment,noteg,1961-1970
"CHF 5,460,000.–",8 rooms,240m²,1007 Lausanne,vaud,Apartment,noteg,1961-1970
"CHF 1,640,000.–",5.5 rooms,150m²,1025 St-Sulpice VD,vaud,Apartment,noteg,1961-1970
"CHF 495,000.–",2.5 rooms,43m²,"Ruisselet 11, 1009 Pully",vaud,Apartment,noteg,1961-1970
"CHF 695,000.–",3.5 rooms,74m²,1820 Montreux,vaud,Apartment,noteg,1961-1970
"CHF 735,000.–",5.5 rooms,176m²,1426 Corcelles-près-Concise,vaud,Apartment,noteg,1961-1970
