price,number_of_rooms,square_meters,address,canton,property_type,floor,year_category
"CHF 2,900,000.–",12 rooms,516m²,6833 Vacallo,ticino,Single house,,1961-1970
"CHF 1,650,000.–",7.5 rooms,,6983 Magliaso,ticino,Single house,,1961-1970
"CHF 1,750,000.–",10 rooms,372m²,6830 Chiasso,ticino,Single house,,1961-1970
"CHF 790,000.–",4.5 rooms,170m²,6987 Caslano,ticino,Single house,,1961-1970
"CHF 300,000.–",7.5 rooms,182m²,6999 Astano,ticino,Single house,,1961-1970
"CHF 300,000.–",3.5 rooms,115m²,6647 Monti di Lego / Mergoscia,ticino,Single house,,1961-1970
"CHF 2,850,000.–",8 rooms,349m²,6913 Carabbia,ticino,Single house,,1961-1970
"CHF 550,000.–",4.5 rooms,110m²,"via monte bre 112, 6605 Monte Brè sopra Locarno",ticino,Single house,,1961-1970
"CHF 2,685,000.–",9 rooms,255m²,6932 Breganzona,ticino,Single house,,1961-1970
"CHF 1,250,000.–",4.5 rooms,150m²,6821 Rovio,ticino,Single house,,1961-1970
"CHF 750,000.–",5.5 rooms,116m²,6599 Robasacco,ticino,Single house,,1961-1970
"CHF 1,250,000.–",4.5 rooms,,6936 Cademario,ticino,Single house,,1961-1970
"CHF 190,000.–",4 rooms,80m²,6571 Indemini,ticino,Single house,,1961-1970
"CHF 3,089,348.–",,,"Via Balbio, 6834 Morbio Inferiore",ticino,Single house,,1961-1970
"CHF 930,000.–",5 rooms,202m²,"Via 1, 6913 Carabbia",ticino,Single house,,1971-1980
"CHF 930,000.–",5 rooms,202m²,"Via 1, 6900 Lugano",ticino,Single house,,1971-1980
"CHF 280,000.–",3.5 rooms,70m²,"Cà d' Baltràm 6, 6721 Ludiano",ticino,Single house,,1971-1980
"CHF 675,000.–",5.5 rooms,100m²,"Al Sentée di Munt 3, 6574 Gambarogno",ticino,Single house,,1971-1980
"CHF 1,490,000.–",6 rooms,383m²,6989 Purasca,ticino,Single house,,1971-1980
"CHF 890,000.–",8.5 rooms,185m²,"Sessa, 6997 Sessa",ticino,Single house,,1971-1980
"CHF 890,000.–",2.5 rooms,78m²,"Via Lugia 24, 6914 Lugano",ticino,Single house,,1971-1980
"CHF 440,000.–",3.5 rooms,85m²,"Via Golino, 6656 Golino",ticino,Single house,,1971-1980
"CHF 890,000.–",5.5 rooms,190m²,6945 Origlio,ticino,Single house,,1971-1980
"CHF 1,495,000.–",7 rooms,,6952 Canobbio,ticino,Single house,,1971-1980
"CHF 1,750,000.–",8.5 rooms,250m²,6814 Lamone,ticino,Single house,,1971-1980
"CHF 1,950,000.–",8.5 rooms,353m²,6983 Magliaso,ticino,Single house,,1971-1980
"CHF 1,800,000.–",5.5 rooms,286m²,"Via Nodivra, 6914 Carona",ticino,Single house,,1971-1980
"CHF 890,000.–",8.5 rooms,185m²,"Sessa, 6900 Lugano",ticino,Single house,,1971-1980
"CHF 360,000.–",6.5 rooms,230m²,6775 Ambrì,ticino,Single house,,1971-1980
"CHF 295,000.–",4 rooms,147m²,6675 Cevio,ticino,Single house,,1971-1980
"CHF 780,000.–",5.5 rooms,129m²,6632 Vogorno,ticino,Single house,,1971-1980
"CHF 670,000.–",6 rooms,89m²,6939 Arosio,ticino,Single house,,1971-1980
"CHF 400,000.–",3.5 rooms,129m²,6938 Fescoggia,ticino,Single house,,1971-1980
"CHF 1,645,000.–",5.5 rooms,200m²,6913 Carabbia,ticino,Single house,,1971-1980
"CHF 1,350,000.–",8 rooms,225m²,6943 Vezia,ticino,Single house,,1971-1980
"CHF 1,650,000.–",6.5 rooms,185m²,6827 Brusino,ticino,Single house,,1971-1980
"CHF 1,700,000.–",8 rooms,248m²,"Via ai Prati 1, 6514 Bellinzona",ticino,Single house,,1971-1980
"CHF 750,000.–",4.5 rooms,212m²,"Scateto, 6713 Malvaglia",ticino,Single house,,1971-1980
"CHF 3,890,000.–",6.5 rooms,,6900 Lugano,ticino,Single house,,1971-1980
"CHF 320,000.–",3.5 rooms,50m²,6960 Odogno,ticino,Single house,,1971-1980
"CHF 490,000.–",3.5 rooms,86m²,"Bedano, 6930 Bedano",ticino,Single house,,1971-1980
"CHF 1,880,000.–",11 rooms,330m²,6956 Lopagno,ticino,Single house,,1971-1980
"CHF 1,470,000.–",4.5 rooms,177m²,6816 Bissone,ticino,Single house,,1971-1980
"CHF 2,990,000.–",6.5 rooms,,6926 Montagnola,ticino,Single house,,1971-1980
"CHF 1,640,000.–",6 rooms,173m²,6575 S. Nazzaro,ticino,Single house,,1971-1980
"CHF 860,000.–",7 rooms,173m²,6980 Castelrotto,ticino,Single house,,1971-1980
"CHF 820,000.–",6.5 rooms,159m²,"Via dei Gelsi 28E, 6826 Riva San Vitale",ticino,Single house,,1971-1980
"CHF 2,800,000.–",4.5 rooms,140m²,6605 Locarno,ticino,Single house,,1971-1980
"CHF 950,000.–",4.5 rooms,220m²,6833 Vacallo,ticino,Single house,,1971-1980
"CHF 500,000.–",4 rooms,140m²,"via cantonale 50, 6948 Porza",ticino,Single house,,1971-1980
"CHF 1,450,000.–",5.5 rooms,170m²,6874 Castel San Pietro,ticino,Single house,,1971-1980
"CHF 1,190,000.–",7 rooms,243m²,6822 Arogno,ticino,Single house,,1971-1980
"CHF 1,850,000.–",8.5 rooms,320m²,6946 Ponte Capriasca,ticino,Single house,,1971-1980
"CHF 1,680,000.–",4 rooms,170m²,"Sentee da Murcò 7, 6921 Vico Morcote",ticino,Single house,,1971-1980
"CHF 1,166,670.–",5 rooms,220m²,6986 Novaggio,ticino,Single house,,1971-1980
"CHF 797,890.–",5.5 rooms,130m²,6596 Gordola,ticino,Single house,,1971-1980
"CHF 999,040.–",5.5 rooms,200m²,6773 Prato Leventina,ticino,Single house,,1971-1980
"CHF 3,352,500.–",7.5 rooms,590m²,6833 Vacallo,ticino,Single house,,1971-1980
"CHF 663,790.–",4.5 rooms,140m²,6632 Vogorno,ticino,Single house,,1971-1980
"CHF 1,247,130.–",4.5 rooms,210m²,"Via cantonale 56, 6705 Cresciano",ticino,Single house,,1971-1980
"CHF 3,070,880.–",6 rooms,460m²,6517 Castione - Arbedo,ticino,Single house,,1971-1980
"CHF 1,066,090.–",4 rooms,170m²,6835 Morbio Superiore,ticino,Single house,,1971-1980
"CHF 1,273,950.–",5.5 rooms,,6833 Vacallo,ticino,Single house,,1971-1980
"CHF 1,066,090.–",4.5 rooms,,6959 Piandera Paese,ticino,Single house,,1971-1980
"CHF 2,936,790.–",7 rooms,440m²,6932 Breganzona,ticino,Single house,,1971-1980
"CHF 2,010,150.–",4.5 rooms,220m²,6833 Vacallo,ticino,Single house,,1971-1980
"CHF 2,205,940.–",4.5 rooms,230m²,6913 Carabbia,ticino,Single house,,1971-1980
"CHF 771,070.–",4.5 rooms,94m²,6514 Sementina,ticino,Single house,,1971-1980
"CHF 1,113,030.–",4 rooms,260m²,6825 Capolago,ticino,Single house,,1971-1980
"CHF 717,430.–",5.5 rooms,84m²,"Costa 2, 6635 Gerra (Verzasca)",ticino,Single house,,1971-1980
"CHF 871,650.–",4.5 rooms,210m²,"Strada di Traversa 28, 6772 Rodi-Fiesso",ticino,Single house,,1971-1980
"CHF 2,467,440.–",5 rooms,250m²,6926 Montagnola,ticino,Single house,,1971-1980
"CHF 1,904,220.–",7.5 rooms,330m²,6929 Gravesano,ticino,Single house,,1971-1980
"CHF 1,273,950.–",5.5 rooms,230m²,6850 Mendrisio,ticino,Single house,,1971-1980
"CHF 890,000.–",5.5 rooms,150m²,6945 Origlio,ticino,Single house,,1971-1980
"CHF 1,800,000.–",6.5 rooms,205m²,"Via del Sole, 6645 Brione sopra Minusio",ticino,Single house,,1971-1980
"CHF 430,000.–",5 rooms,159m²,6981 Bedigliora,ticino,Single house,,1971-1980
"CHF 890,000.–",9 rooms,200m²,6763 Osco,ticino,Single house,,1971-1980
"CHF 600,000.–",3 rooms,160m²,6826 Riva San Vitale,ticino,Single house,,1971-1980
"CHF 390,000.–",2.5 rooms,,6994 Cademario,ticino,Single house,,1971-1980
"CHF 2,820,000.–",11 rooms,490m²,6850 Mendrisio,ticino,Single house,,1971-1980
"CHF 870,000.–",6.5 rooms,183m²,6953 Lugaggia,ticino,Single house,,1971-1980
"CHF 980,000.–",15 rooms,560m²,6745 Giornico,ticino,Single house,,1971-1980
"CHF 1,190,000.–",6.5 rooms,212m²,6528 Bellinzona,ticino,Single house,,1971-1980
"CHF 1,390,000.–",4.5 rooms,160m²,6944 Cureglia,ticino,Single house,,1971-1980
"CHF 1,300,000.–",7.5 rooms,210m²,6503 Bellinzona,ticino,Single house,,1971-1980
"CHF 660,000.–",7.5 rooms,200m²,6911 Campione d'Italia,ticino,Single house,,1971-1980
"CHF 620,000.–",11 rooms,246m²,6951 Bogno,ticino,Single house,,1971-1980
"CHF 1,300,000.–",6.5 rooms,325m²,6883 Novazzano,ticino,Single house,,1971-1980
"CHF 1,350,000.–",6.5 rooms,170m²,6803 Camignolo,ticino,Single house,,1971-1980
"CHF 3,500,000.–",17 rooms,502m²,6932 Breganzona,ticino,Single house,,1971-1980
"CHF 785,000.–",6 rooms,167m²,6705 Cresciano,ticino,Single house,,1971-1980
"CHF 1,590,000.–",7.5 rooms,261m²,6833 Vacallo,ticino,Single house,,1971-1980
"CHF 890,000.–",9 rooms,200m²,6760 Faido,ticino,Single house,,1971-1980
"CHF 475,000.–",4 rooms,100m²,6578 Caviano,ticino,Single house,,1971-1980
"CHF 350,000.–",5.5 rooms,126m²,6935 Bosco Luganese,ticino,Single house,,1971-1980
"CHF 590,000.–",5 rooms,150m²,6717 Dangio,ticino,Single house,,1971-1980
"CHF 895,000.–",6.5 rooms,140m²,6929 Gravesano,ticino,Single house,,1971-1980
"CHF 1,270,000.–",8 rooms,270m²,6533 Lumino,ticino,Single house,,1971-1980
"CHF 2,100,000.–",7.5 rooms,310m²,6512 Giubiasco,ticino,Single house,,1971-1980
"CHF 1,400,000.–",7.5 rooms,250m²,6987 Caslano,ticino,Single house,,1971-1980
"CHF 1,100,000.–",4.5 rooms,135m²,6992 Vernate,ticino,Single house,,1971-1980
"CHF 250,000.–",3.5 rooms,80m²,6655 Intragna,ticino,Single house,,1971-1980
"CHF 990,000.–",6 rooms,210m²,6984 Pura,ticino,Single house,,1971-1980
"CHF 1,090,000.–",7 rooms,184m²,6934 Bioggio,ticino,Single house,,1971-1980
"CHF 1,320,000.–",8 rooms,231m²,6912 Lugano,ticino,Single house,,1971-1980
"CHF 890,000.–",3.5 rooms,84m²,"Camàgh, 6950 Tesserete",ticino,Single house,,1971-1980
"CHF 320,000.–",3 rooms,42m²,6722 Corzoneso,ticino,Single house,,1971-1980
"CHF 1,590,000.–",5.5 rooms,,6976 Castagnola,ticino,Single house,,1971-1980
"CHF 1,950,000.–",9 rooms,390m²,"Via Ressiga, 6983 Magliaso",ticino,Single house,,1971-1980
"CHF 1,720,000.–",4.5 rooms,150m²,6949 Comano,ticino,Single house,,1971-1980
"CHF 1,320,000.–",8.5 rooms,208m²,6928 Manno,ticino,Single house,,1971-1980
"CHF 940,000.–",3.5 rooms,140m²,6597 Agarone,ticino,Single house,,1971-1980
"CHF 1,340,000.–",5.5 rooms,215m²,6982 Agno,ticino,Single house,,1971-1980
"CHF 1,250,000.–",4.5 rooms,,"Lugano, 6900 Lugano",ticino,Single house,,1971-1980
"CHF 1,550,000.–",12 rooms,330m²,"Alle Cantine di Mezzo 2, 6850 Mendrisio",ticino,Single house,,1971-1980
"CHF 995,000.–",5 rooms,140m²,"Via Contra 394, 6646 Contra",ticino,Single house,,1981-1990
"CHF 1,270,000.–",6.5 rooms,150m²,"Via Lübiee 39, 6575 Vairano",ticino,Single house,,1981-1990
"CHF 2,270,000.–",7.5 rooms,294m²,"Via Costascia 6, 6578 Caviano",ticino,Single house,,1981-1990
"CHF 1,150,000.–",5.5 rooms,126m²,6646 Contra,ticino,Single house,,1981-1990
"CHF 1,650,000.–",6.5 rooms,200m²,6500 Bellinzona,ticino,Single house,,1981-1990
"CHF 1,690,000.–",8 rooms,200m²,"Via dei Colli 28D, 6648 Minusio",ticino,Single house,,1981-1990
"CHF 1,150,000.–",6 rooms,163m²,"Via Pedemontana 38, 6592 Sant'Antonino",ticino,Single house,,1981-1990
"CHF 1,475,000.–",5.5 rooms,156m²,6648 Minusio,ticino,Single house,,1981-1990
"CHF 1,490,000.–",4.5 rooms,185m²,6915 Pambio-Noranco,ticino,Single house,,1981-1990
"CHF 795,000.–",5.5 rooms,157m²,6967 Dino,ticino,Single house,,1981-1990
"CHF 765,000.–",4.5 rooms,116m²,6807 Taverne,ticino,Single house,,1981-1990
"CHF 895,000.–",4.5 rooms,156m²,6855 Stabio,ticino,Single house,,1981-1990
"CHF 1,680,000.–",5.5 rooms,187m²,6648 Minusio,ticino,Single house,,1981-1990
"CHF 2,090,000.–",7 rooms,300m²,6984 Pura,ticino,Single house,,1981-1990
"CHF 390,000.–",3.5 rooms,80m²,6957 Roveredo TI,ticino,Single house,,1981-1990
"CHF 945,000.–",4.5 rooms,156m²,"Via dei Ciliegi, 6807 Torricella-Taverne",ticino,Single house,,1981-1990
"CHF 480,000.–",4.5 rooms,113m²,6707 Iragna,ticino,Single house,,1981-1990
"CHF 410,000.–",7 rooms,140m²,6989 Purasca,ticino,Single house,,1981-1990
"CHF 1,399,000.–",9.5 rooms,300m²,6998 Monteggio,ticino,Single house,,1981-1990
"CHF 1,190,000.–",6 rooms,240m²,6710 Biasca,ticino,Single house,,1981-1990
"CHF 550,000.–",5 rooms,140m²,6748 Anzonico,ticino,Single house,,1981-1990
"CHF 1,060,000.–",4.5 rooms,125m²,6645 Brione sopra Minusio,ticino,Single house,,1981-1990
"CHF 399,000.–",5 rooms,100m²,6582 Pianezzo,ticino,Single house,,1981-1990
"CHF 850,000.–",6.5 rooms,151m²,"Via Paradis 19, 6760 Faido",ticino,Single house,,1981-1990
"CHF 1,750,000.–",5.5 rooms,,6900 Paradiso,ticino,Single house,,1981-1990
"CHF 1,095,000.–",7.5 rooms,155m²,6952 Canobbio,ticino,Single house,,1981-1990
"CHF 980,000.–",6.5 rooms,300m²,6702 Claro,ticino,Single house,,1981-1990
"CHF 690,000.–",4.5 rooms,150m²,6833 Vacallo,ticino,Single house,,1981-1990
"CHF 830,000.–",4.5 rooms,180m²,6900 Lugano,ticino,Single house,,1981-1990
"CHF 675,000.–",6 rooms,125m²,6999 Astano,ticino,Single house,,1981-1990
"CHF 2,450,000.–",5.5 rooms,190m²,"Via alla Verbanella 11, 6648 Minusio",ticino,Single house,,1981-1990
"CHF 1,190,000.–",8 rooms,300m²,6855 Stabio,ticino,Single house,,1981-1990
"CHF 1,740,000.–",4.5 rooms,267m²,6944 Cureglia,ticino,Single house,,1981-1990
"CHF 1,020,000.–",5.5 rooms,180m²,6945 Origlio,ticino,Single house,,1981-1990
"CHF 840,000.–",4.5 rooms,200m²,6984 Pura,ticino,Single house,,1981-1990
"CHF 850,000.–",5.5 rooms,170m²,6986 Curio,ticino,Single house,,1981-1990
"CHF 1,300,000.–",4.5 rooms,190m²,6927 Agra,ticino,Single house,,1981-1990
"CHF 1,250,000.–",7.5 rooms,297m²,6807 Taverne,ticino,Single house,,1981-1990
"CHF 850,000.–",4 rooms,85m²,6922 Morcote,ticino,Single house,,1981-1990
"CHF 1,350,000.–",5.5 rooms,230m²,6644 Orselina,ticino,Single house,,1981-1990
"CHF 695,000.–",6.5 rooms,250m²,6981 Bedigliora,ticino,Single house,,1981-1990
"CHF 990,000.–",6 rooms,214m²,6916 Grancia,ticino,Single house,,1981-1990
"CHF 2,300,000.–",5.5 rooms,298m²,6934 Bioggio Cimo,ticino,Single house,,1981-1990
"CHF 790,000.–",5.5 rooms,150m²,6883 Novazzano,ticino,Single house,,1981-1990
"CHF 830,000.–",4.5 rooms,130m²,6913 Carabbia,ticino,Single house,,1981-1990
"CHF 840,000.–",4.5 rooms,200m²,6984 Pura,ticino,Single house,,1981-1990
"CHF 960,000.–",13 rooms,250m²,6998 Monteggio,ticino,Single house,,1981-1990
"CHF 395,000.–",3.5 rooms,95m²,6959 Curtina,ticino,Single house,,1981-1990
"CHF 800,000.–",4.5 rooms,150m²,6832 Pedrinate,ticino,Single house,,1981-1990
"CHF 1,475,000.–",5.5 rooms,156m²,"Via alla Verbanella 6, 6648 Minusio",ticino,Single house,,1981-1990
"CHF 1,360,000.–",8 rooms,306m²,6943 Vezia,ticino,Single house,,1981-1990
"CHF 840,000.–",4.5 rooms,200m²,6984 Pura,ticino,Single house,,1981-1990
"CHF 1,490,000.–",5.5 rooms,240m²,6915 Pambio-Noranco,ticino,Single house,,1981-1990
"CHF 1,490,000.–",5.5 rooms,250m²,6915 Pambio-Noranco,ticino,Single house,,1981-1990
"CHF 2,790,000.–",5.5 rooms,200m²,6919 Carabietta,ticino,Single house,,1981-1990
"CHF 1,100,000.–",6.5 rooms,158m²,6929 Gravesano,ticino,Single house,,1981-1990
"CHF 1,150,000.–",4.5 rooms,150m²,6600 Muralto,ticino,Single house,,1981-1990
"CHF 910,000.–",6 rooms,140m²,6818 Melano,ticino,Single house,,1981-1990
"CHF 740,000.–",5.5 rooms,152m²,6982 Agno,ticino,Single house,,1981-1990
"CHF 700,000.–",7.5 rooms,210m²,6830 Chiasso,ticino,Single house,,1981-1990
"CHF 2,300,000.–",6 rooms,230m²,6644 Orselina,ticino,Single house,,1981-1990
"CHF 915,000.–",4.5 rooms,110m²,6576 Gerra,ticino,Single house,,1981-1990
"CHF 870,000.–",4.5 rooms,110m²,"Paudo, 6582 Pianezzo",ticino,Single house,,1981-1990
"CHF 1,490,000.–",6.5 rooms,,6948 Porza,ticino,Single house,,1981-1990
"CHF 1,650,000.–",4.5 rooms,236m²,6575 Vira (Gambarogno),ticino,Single house,,1981-1990
"CHF 830,000.–",4.5 rooms,150m²,6912 Pazzallo,ticino,Single house,,1981-1990
"CHF 1,000,000.–",5.5 rooms,126m²,6987 Caslano,ticino,Single house,,1981-1990
"CHF 1,500,000.–",9.5 rooms,225m²,6865 Tremona,ticino,Single house,,1981-1990
"CHF 1,150,000.–",4.5 rooms,149m²,"Via Pradasc, 6514 Bellinzona",ticino,Single house,,1981-1990
"CHF 1,330,000.–",7 rooms,220m²,6818 Melano,ticino,Single house,,1981-1990
"CHF 960,000.–",6.5 rooms,206m²,6592 Sant'Antonino,ticino,Single house,,1981-1990
"CHF 695,000.–",8 rooms,200m²,6998 Monteggio,ticino,Single house,,1981-1990
"CHF 870,000.–",5.5 rooms,131m²,6818 Melano,ticino,Single house,,1981-1990
"CHF 1,520,000.–",9 rooms,240m²,6592 S. Antonino,ticino,Single house,,1981-1990
"CHF 2,800,000.–",7.5 rooms,242m²,6602 Muralto,ticino,Single house,,1981-1990
"CHF 1,060,000.–",5 rooms,142m²,6965 Cadro,ticino,Single house,,1981-1990
"CHF 850,000.–",5.5 rooms,159m²,6834 Morbio Inferiore,ticino,Single house,,1981-1990
"CHF 1,490,000.–",7.5 rooms,180m²,6900 Lugano,ticino,Single house,,1981-1990
"CHF 1,087,000.–",5.5 rooms,240m²,6864 Arzo,ticino,Single house,,1981-1990
"CHF 1,750,000.–",5.5 rooms,232m²,"Via In Buee, 6835 Breggia",ticino,Single house,,1981-1990
"CHF 485,000.–",3.5 rooms,78m²,6990 Cassina D`agno,ticino,Single house,,1981-1990
"CHF 1,450,000.–",7 rooms,180m²,6807 Taverne,ticino,Single house,,1981-1990
"CHF 960,000.–",8 rooms,200m²,6500 Bellinzona,ticino,Single house,,1981-1990
"CHF 1,400,000.–",5.5 rooms,220m²,6802 Rivera,ticino,Single house,,1981-1990
"CHF 840,000.–",4.5 rooms,120m²,6987 Caslano,ticino,Single house,,1981-1990
"CHF 325,000.–",5.5 rooms,121m²,6716 Leontica,ticino,Single house,,1981-1990
"CHF 880,000.–",6.5 rooms,189m²,6594 Contone,ticino,Single house,,1981-1990
"CHF 580,000.–",6 rooms,220m²,6710 Biasca,ticino,Single house,,1981-1990
"CHF 870,000.–",5.5 rooms,220m²,6818 Melano,ticino,Single house,,1981-1990
"CHF 690,000.–",5 rooms,120m²,6760 Faido,ticino,Single house,,1981-1990
"CHF 2,800,000.–",6.5 rooms,250m²,6602 Muralto,ticino,Single house,,1981-1990
"CHF 695,000.–",5.5 rooms,184m²,6986 Curio,ticino,Single house,,1981-1990
"CHF 850,000.–",5.5 rooms,200m²,6982 Agno,ticino,Single house,,1981-1990
"CHF 740,000.–",4.5 rooms,200m²,6982 Agno,ticino,Single house,,1981-1990
"CHF 470,000.–",3.5 rooms,116m²,6657 Palagnedra,ticino,Single house,,1981-1990
"CHF 850,000.–",5.5 rooms,136m²,6986 Curio,ticino,Single house,,1981-1990
"CHF 410,000.–",5 rooms,170m²,6814 Lamone Cadempino,ticino,Single house,,1981-1990
"CHF 2,374,000.–",7.5 rooms,330m²,6839 Sagno,ticino,Single house,,1981-1990
"CHF 790,000.–",7.5 rooms,124m²,6710 Biasca,ticino,Single house,,1981-1990
"CHF 890,000.–",6 rooms,150m²,"Via Cantine di Cima, 6815 Melide",ticino,Single house,,1981-1990
"CHF 1,676,250.–",8 rooms,390m²,6807 Torricella Taverne,ticino,Single house,,1981-1990
"CHF 1,475,100.–",5 rooms,200m²,6814 Cadempino,ticino,Single house,,1981-1990
"CHF 3,070,880.–",5 rooms,160m²,6612 Ascona,ticino,Single house,,1981-1990
"CHF 1,542,140.–",5.5 rooms,,"via malmera 14a, 6500 Bellinzona",ticino,Single house,,1981-1990
"CHF 1,676,250.–",4 rooms,200m²,"Via La Paré 14, 6616 Losone",ticino,Single house,,1981-1990
"CHF 1,542,140.–",5.5 rooms,,"via malmera 14a, 6500 Bellinzona",ticino,Single house,,1981-1990
"CHF 1,810,350.–",5.5 rooms,240m²,"In Arla 10, 6528 Camorino",ticino,Single house,,1981-1990
"CHF 1,273,950.–",4.5 rooms,190m²,6818 Melano,ticino,Single house,,1981-1990
"CHF 522,990.–",5.5 rooms,130m²,"Pontei, 6713 Malvaglia",ticino,Single house,,1981-1990
"CHF 1,810,350.–",4.5 rooms,,6965 Cadro,ticino,Single house,,1981-1990
"CHF 2,011,500.–",5 rooms,280m²,"Via Centrale 23, 6516 Cugnasco",ticino,Single house,,1981-1990
"CHF 2,346,750.–",5 rooms,340m²,6992 Cimo,ticino,Single house,,1981-1990
"EUR 2,011,500.–",5 rooms,,6577 Ranzo,ticino,Single house,,1981-1990
"CHF 2,346,750.–",5.5 rooms,340m²,"Via Righetto, 6992 Cimo",ticino,Single house,,1981-1990
"CHF 5,229,900.–",5.5 rooms,,6963 Pregassona,ticino,Single house,,1981-1990
"CHF 1,434,870.–",3 rooms,130m²,6597 Agarone,ticino,Single house,,1981-1990
"CHF 1,716,480.–",5.5 rooms,170m²,6596 Gordola,ticino,Single house,,1981-1990
"CHF 1,408,050.–",5.5 rooms,190m²,6823 Pugerna,ticino,Single house,,1981-1990
"CHF 1,810,350.–",5.5 rooms,240m²,"In Arla 10, 6528 Camorino",ticino,Single house,,1981-1990
"CHF 1,475,100.–",4.5 rooms,,"Lugano, 6900 Lugano",ticino,Single house,,1981-1990
"CHF 1,590,000.–",5.5 rooms,,"Davesco-Soragno, 6964 Davesco-Soragno",ticino,Single house,,1981-1990
"CHF 1,590,000.–",5.5 rooms,,"Lugano, 6900 Lugano",ticino,Single house,,1981-1990
"CHF 1,100,000.–",5.5 rooms,,"Origlio, 6945 Origlio",ticino,Single house,,1981-1990
"CHF 990,000.–",6 rooms,,"Lugano, 6900 Lugano",ticino,Single house,,1981-1990
"CHF 1,070,000.–",5.5 rooms,,6826 Riva San Vitale,ticino,Single house,,1991-2000
"CHF 1,010,000.–",5.5 rooms,210m²,6817 Maroggia,ticino,Single house,,1991-2000
"CHF 995,000.–",7 rooms,246m²,6655 Intragna,ticino,Single house,,1991-2000
"CHF 1,250,000.–",7 rooms,466m²,6713 Malvaglia,ticino,Single house,,1991-2000
"CHF 1,090,000.–",6.5 rooms,190m²,"Via del Nucleo, 6956 Sala Capriasca",ticino,Single house,,1991-2000
"CHF 1,350,000.–",6.5 rooms,260m²,6986 Curio,ticino,Single house,,1991-2000
"CHF 1,350,000.–",6.5 rooms,230m²,6986 Curio,ticino,Single house,,1991-2000
"CHF 2,170,000.–",6.5 rooms,300m²,6934 Bioggio,ticino,Single house,,1991-2000
"CHF 530,000.–",3.5 rooms,75m²,6900 Lugano,ticino,Single house,,1991-2000
"CHF 1,390,000.–",6.5 rooms,242m²,"Via Montabano, 6900 Lugano",ticino,Single house,,1991-2000
"CHF 590,000.–",4 rooms,165m²,6702 Claro,ticino,Single house,,1991-2000
"CHF 980,000.–",6 rooms,250m²,6702 Claro,ticino,Single house,,1991-2000
"CHF 1,090,000.–",6.5 rooms,200m²,6834 Morbio Inferiore,ticino,Single house,,1991-2000
"CHF 860,000.–",5.5 rooms,150m²,6959 Piandera Paese,ticino,Single house,,1991-2000
"CHF 1,050,000.–",6.5 rooms,182m²,6514 Sementina,ticino,Single house,,1991-2000
"CHF 990,000.–",7.5 rooms,208m²,6988 Ponte Tresa,ticino,Single house,,1991-2000
"CHF 695,000.–",4.5 rooms,170m²,6834 Morbio Inferiore,ticino,Single house,,1991-2000
"CHF 1,100,000.–",5.5 rooms,160m²,6855 Stabio,ticino,Single house,,1991-2000
"CHF 1,150,000.–",4.5 rooms,210m²,6954 Sala Capriasca,ticino,Single house,,1991-2000
"CHF 850,000.–",4.5 rooms,131m²,6513 Monte Carasso,ticino,Single house,,1991-2000
"CHF 1,475,100.–",4.5 rooms,210m²,6516 Cugnasco,ticino,Single house,,1991-2000
"CHF 1,991,380.–",5.5 rooms,400m²,6949 Comano,ticino,Single house,,1991-2000
"CHF 2,011,500.–",6.5 rooms,430m²,6808 Torricella,ticino,Single house,,1991-2000
"CHF 2,091,960.–",6.5 rooms,460m²,"Via dei Larici, 6833 Vacallo",ticino,Single house,,1991-2000
"CHF 777,770.–",4.5 rooms,200m²,6760 Rossura,ticino,Single house,,1991-2000
"CHF 925,290.–",5.5 rooms,230m²,6828 Balerna,ticino,Single house,,1991-2000
"CHF 1,998,090.–",4.5 rooms,380m²,6965 Cadro,ticino,Single house,,1991-2000
"CHF 2,132,190.–",4.5 rooms,280m²,6821 Rovio,ticino,Single house,,1991-2000
"CHF 1,273,950.–",5.5 rooms,260m²,6821 Rovio,ticino,Single house,,1991-2000
"CHF 1,555,550.–",5.5 rooms,240m²,6950 Tesserete,ticino,Single house,,1991-2000
"CHF 1,307,470.–",3 rooms,240m²,"ar Ronchée 7, 6999 Astano",ticino,Single house,,1991-2000
"CHF 2,883,150.–",3 rooms,210m²,"Via Fontanella 3, 6914 Carona",ticino,Single house,,1991-2000
"CHF 1,542,140.–",4.5 rooms,230m²,6677 Maggia,ticino,Single house,,1991-2000
"CHF 1,944,450.–",5.5 rooms,190m²,"Via Collina 18, 6816 Bissone",ticino,Single house,,1991-2000
"CHF 1,944,450.–",5.5 rooms,190m²,"Via Collina 18, 6816 Bissone",ticino,Single house,,1991-2000
"CHF 1,582,380.–",5 rooms,240m²,6929 Gravesano,ticino,Single house,,1991-2000
"CHF 1,743,300.–",5.5 rooms,,"Via Balbio 11B, 6834 Morbio Inferiore",ticino,Single house,,1991-2000
"CHF 1,743,300.–",5.5 rooms,,"Via Balbio 11B, 6834 Morbio Inferiore",ticino,Single house,,1991-2000
"CHF 1,196,170.–",5 rooms,300m²,"Via San Gottardo 146, 6828 Balerna",ticino,Single house,,1991-2000
"CHF 1,729,890.–",4.5 rooms,200m²,6984 Pura,ticino,Single house,,1991-2000
"CHF 1,589,080.–",4.5 rooms,250m²,6925 Gentilino,ticino,Single house,,1991-2000
"CHF 1,582,380.–",5 rooms,240m²,6929 Gravesano,ticino,Single house,,1991-2000
