"price","number_of_rooms","address","canton","property_type","floor","year_category","Impôt cantonal_impots","Impôt communal_impots","Impôt paroissial Evang. / réform_impots","Impôt paroissial Kath. / cath.rom_impots"
730950,35,"4614 Hägendorf","Solothurn","Apartment","eg","1991-2000","1.04",1.07,0.16,0.21
897070,35,"4617 Gunzgen","Solothurn","Apartment","eg","1991-2000","1.04",1.07,0.16,0.21
299020,25,"4612 Wangen b. Olten","Solothurn","Apartment","eg","1991-2000","1.04",1.07,0.16,0.21
1055000,55,"Weinhaldenfeld 5, 4614 Hägendorf","Solothurn","Apartment","eg","2006-2010","1.04",1.07,0.16,0.21
825000,45,"Blumensteinstrasse 12, 4552 Derendingen","Solothurn","Apartment","eg","2011-2015","1.04",1.07,0.16,0.21
920000,45,"Bornfeldstrasse 19, 4600 Olten","Solothurn","Apartment","eg","2011-2015","1.04",1.07,0.16,0.21
980000,45,"Chaletring 11, 4656 Starrkirch-Wil","Solothurn","Apartment","eg","2011-2015","1.04",1.07,0.16,0.21
845000,35,"4500 Solothurn","Solothurn","Apartment","eg","2011-2015","1.04",1.07,0.16,0.21
820000,45,"4616 Kappel SO","Solothurn","Apartment","eg","2011-2015","1.04",1.07,0.16,0.21
385000,2,"Unterbiberiststrasse 12, 4562 Biberist","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
675000,35,"Gewerbestrasse, 4513 Langendorf","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
689000,35,"Wegacker 1, 4553 Subingen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
850000,35,"Allmendstrasse 16, 2544 Bettlach","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
860000,55,"Längmattstrasse 11, 4563 Gerlafingen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
855000,45,"Längmattstrasse 11, 4563 Gerlafingen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
980000,55,"Bettlachstrasse 119, 2540 Grenchen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
890000,45,"Bettlachstrasse 127, 2540 Grenchen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
870000,45,"Bettlachstrasse 117, 2540 Grenchen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
795000,55,"Kirchmattstrasse 10, 4226 Breitenbach","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
615000,35,"Kirchmattstrasse 8, 4226 Breitenbach","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
1067000,45,"Unterbiberiststrasse 12, 4562 Biberist","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
890000,55,"Sägeweg 4, 2545 Selzach","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
740000,35,"Sägeweg 4, 2545 Selzach","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
850000,45,"Hohrain 1, 5015 Erlinsbach SO","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
750000,35,"Hohrain 3, 5015 Erlinsbach SO","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
670000,35,"Bachstrasse 16, 4562 Biberist","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
760000,45,"Bernstrasse 5, 4573 Lohn-Ammannsegg","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
810000,45,"Hauptstrasse 29, 5013 Niedergösgen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
615000,35,"4622 Egerkingen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
890000,45,"Ollenweg 3b, 4226 Breitenbach","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
878000,35,"Alemannenweg 5, 2540 Grenchen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
625000,35,"4712 Laupersdorf","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
730000,45,"Zentrumstrasse, 4556 Aeschi SO","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
875000,45,"4614 Hägendorf","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
449000,25,"4552 Derendingen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
852000,45,"2540 Grenchen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
775000,35,"2540 Grenchen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
495000,35,"Mühleweg 3, 4228 Erschwil","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
738000,45,"2540 Grenchen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
738000,45,"2540 Grenchen","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
1092000,55,"Jurastrasse 2, 4513 Langendorf","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
697000,35,"Rüttenenstrasse 22, 4513 Langendorf","Solothurn","Apartment","eg","2016-2024","1.04",1.07,0.16,0.21
270000,45,"4204 Himmelried","Solothurn","Apartment","noteg","0-1919","1.04",1.07,0.16,0.21
360000,45,"Hombergstrasse 81, 4204 Himmelried","Solothurn","Apartment","noteg","0-1919","1.04",1.07,0.16,0.21
595000,15,"4500 Solothurn","Solothurn","Apartment","noteg","1919-1945","1.04",1.07,0.16,0.21
995000,35,"4227 Büsserach","Solothurn","Apartment","noteg","1946-1960","1.04",1.07,0.16,0.21
480000,45,"Grederstrasse 5, 4512 Bellach","Solothurn","Apartment","noteg","1946-1960","1.04",1.07,0.16,0.21
520000,45,"Grederstrasse 5, 4512 Bellach","Solothurn","Apartment","noteg","1946-1960","1.04",1.07,0.16,0.21
629000,55,"4612 Wangen bei Olten","Solothurn","Apartment","noteg","1946-1960","1.04",1.07,0.16,0.21
299000,35,"Mahrenstrasse 20, 4654 Lostorf","Solothurn","Apartment","noteg","1946-1960","1.04",1.07,0.16,0.21
320000,45,"Breitenweg 7, 4632 Trimbach","Solothurn","Apartment","noteg","1946-1960","1.04",1.07,0.16,0.21
4e+05,45,"Ankerstrasse 17, 2540 Grenchen","Solothurn","Apartment","noteg","1961-1970","1.04",1.07,0.16,0.21
530000,45,"Lommiswilerstrasse 14, 4515 Oberdorf SO","Solothurn","Apartment","noteg","1961-1970","1.04",1.07,0.16,0.21
375000,2,"4114 Hofstetten SO","Solothurn","Apartment","noteg","1961-1970","1.04",1.07,0.16,0.21
310000,35,"2540 Grenchen","Solothurn","Apartment","noteg","1961-1970","1.04",1.07,0.16,0.21
449000,3,"5012 Wöschnau","Solothurn","Apartment","noteg","1961-1970","1.04",1.07,0.16,0.21
395000,45,"2540 Grenchen","Solothurn","Apartment","noteg","1961-1970","1.04",1.07,0.16,0.21
415000,35,"Rankwog 6, 4632 Trimbach","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
410000,55,"Quartierstrasse 3, 5013 Niedergösgen","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
350000,35,"Quartierstrasse 1, 5013 Niedergösgen","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
455000,55,"Rötistrasse 6, 4534 Flumenthal","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
450000,45,"Olten, 4600 Olten","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
1050000,6,"Bühlstrasse 33, 4622 Egerkingen","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
620000,45,"Rebgasse 92, 2540 Grenchen","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
665000,55,"Blumenweg 15, 4542 Luterbach","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
820000,55,"Hasenmattstrasse 4, 4500 Solothurn","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
480000,45,"5013 Niedergösgen","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
555000,45,"Villenstrasse 8, 5012 Schönenwerd","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
330000,35,"Rankowg 6, 4632 Trimbach","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
385000,35,"5012 Schönenwerd","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
355000,35,"Sandgrubenstrasse 13, 4654 Lostorf","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
455000,45,"Hauptstrasse 36, 4562 Biberist","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
575000,45,"4654 Lostorf","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
390000,45,"Brunngrabenstrasse 22, 4500 Solothurn","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
375000,35,"4632 Trimbach","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
480000,55,"4512 Bellach","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
380000,35,"4563 Gerlafingen","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
495000,45,"2540 Grenchen","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
420000,35,"4632 Trimbach","Solothurn","Apartment","noteg","1971-1980","1.04",1.07,0.16,0.21
495000,35,"Poststrasse 8D, 4573 Lohn-Ammannsegg","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
450000,4,"Bündenweg 42, 4512 Bellach","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
1100000,65,"Solothurnerstrasse 19, 4600 Olten","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
395000,35,"Chäppelismattstrasse 2, 4702 Oensingen","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
680000,45,"Kleinfeldstrasse 4, 4652 Winznau","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
980000,45,"4542 Luterbach","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
460000,45,"Erlenstrasse 9, 4563 Gerlafingen","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
560000,45,"Kaselfeldstrasse 13F, 4512 Bellach","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
490000,25,"4616 Kappel SO","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
640000,55,"Erlenstrasse 11, 4563 Gerlafingen","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
440000,45,"Fichtenweg 1, 4514 Lommiswil","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
455000,45,"Kleinfeldstrasse 14, 4652 Winznau","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
620000,55,"4702 Oensingen","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
590000,4,"Hauptstrasse 38, 4143 Dornach","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
435000,45,"Winznauerstrasse 11, 4654 Lostorf","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
575000,45,"Winznauerstrasse 11, 4654 Lostorf","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
430000,35,"5015 Erlinsbach SO","Solothurn","Apartment","noteg","1981-1990","1.04",1.07,0.16,0.21
759000,6,"Bodenmattstrasse, 4614 Hägendorf","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
690000,45,"Villenstrasse 14, 5012 Schönenwerd","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
355000,25,"Staffeleggstrasse 9, 5012 Schönenwerd","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
549000,45,"Fulenbacherstrasse 38, 4623 Neuendorf","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
670000,55,"Sagiweg 1, 4552 Derendingen","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
498000,55,"Banackerstrasse 34, 4617 Gunzgen","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
695000,55,"Ueberführungsstrasse 31, 4565 Recherswil","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
590000,45,"Rosenweg 11, 4533 Riedholz","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
410000,35,"Lerchenweg 6, 4553 Subingen","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
420000,35,"Bachmattstrasse 38, 5013 Niedergösgen","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
670000,55,"2540 Grenchen","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
255000,25,"Hauptstrasse 97, 4718 Holderbank SO","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
1190000,7,"Bachstrasse 11, 4614 Hägendorf","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
385000,45,"4583 Mühledorf (SO)","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
290000,35,"Inkwilerstrasse 26, 4556 Bolken","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
545000,45,"4653 Obergösgen","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
690000,55,"4654 Lostorf","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
590000,45,"Franziskanerstrasse, 4512 Bellach","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
898000,65,"5013 Niedergösgen","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
6e+05,45,"4514 Lommiswil","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
595000,45,"4622 Egerkingen","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
575000,45,"4612 Wangen b. Olten","Solothurn","Apartment","noteg","1991-2000","1.04",1.07,0.16,0.21
595000,55,"Allmendgasse 9, 4512 Bellach","Solothurn","Apartment","noteg","2001-2005","1.04",1.07,0.16,0.21
570000,45,"Weiermattstrasse 15, 4653 Obergösgen","Solothurn","Apartment","noteg","2001-2005","1.04",1.07,0.16,0.21
695000,55,"4653 Obergösgen","Solothurn","Apartment","noteg","2001-2005","1.04",1.07,0.16,0.21
580000,35,"Friedensweg 5, 4629 Fulenbach","Solothurn","Apartment","noteg","2001-2005","1.04",1.07,0.16,0.21
775000,45,"4513 Langendorf","Solothurn","Apartment","noteg","2001-2005","1.04",1.07,0.16,0.21
545000,45,"4702 Oensingen","Solothurn","Apartment","noteg","2006-2010","1.04",1.07,0.16,0.21
1250000,55,"In der Ey 43, 4612 Wangen bei Olten","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
550000,35,"Erlinsbacherstrasse 6, 5013 Niedergösgen","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
950000,55,"Moosstrasse 8, 2540 Grenchen","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
635000,35,"Büntenweg 32, 4612 Wangen bei Olten","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
460000,35,"2540 Grenchen","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
590000,35,"Leuenallee 25, 4702 Oensingen","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
695000,45,"4542 Luterbach","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
770000,55,"4652 Winznau","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
799000,45,"4552 Derendingen","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
540000,35,"4542 Luterbach","Solothurn","Apartment","noteg","2011-2015","1.04",1.07,0.16,0.21
470000,25,"Hardstrasse, 4715 Herbetswil","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
490000,35,"Hardstrasse, 4715 Herbetswil","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1590000,55,"Oberer Brühlweg 39, 4143 Dornach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1289000,55,"Bahnhofstrasse 17, 4118 Rodersdorf","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
455000,35,"Mattenweg 2, 4702 Oensingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
793000,45,"Fliederweg 7, 4562 Biberist","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
860000,45,"Bettlachstrasse 117, 2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1200000,45,"Aarefeldstrasse 16, 4658 Däniken SO","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
880000,45,"Bettlachstrasse 117, 2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
890000,45,"Bettlachstrasse 117, 2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
555000,35,"Mittelstrasse 46b, 4227 Büsserach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
990000,45,"Allmendstrasse 16, 2544 Bettlach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1170000,55,"Allmendstrasse 16, 2544 Bettlach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
850000,55,"Längmattstrasse 11, 4563 Gerlafingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
845000,45,"Längmattstrasse 11, 4563 Gerlafingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1490000,55,"Ulmenweg 14, 4600 Olten","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1540000,65,"Ulmenweg 11, 4600 Olten","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
990000,45,"Bubenrainstrasse 32, 4702 Oensingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
695000,35,"Frohmattstrasse 9, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
660000,45,"Mühledorfstrasse 36, 5013 Niedergösgen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
590000,35,"Mittelstrasse 46b, 4227 Büsserach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
723450,25,"Mittelgäustrasse 7b, 4616 Kappel SO","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
545370,35,"Mittelgäustrasse 7b, 4616 Kappel SO","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
680000,45,"Kirchmattstrasse 8, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
595000,35,"Kirchmattstrasse 8, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
750000,55,"Kirchmattstrasse 8, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
730000,45,"Fehrenstrasse 22, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
830000,55,"Fehrenstrasse 22, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
730000,45,"Bernstrasse 5, 4573 Lohn-Ammannsegg","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
750000,35,"Sägeweg 4, 2545 Selzach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
810000,45,"Sägeweg 2, 2545 Selzach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
725000,45,"Fehrenstrasse 24, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
785000,35,"Hohrain 3, 5015 Erlinsbach SO","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
699000,45,"Hauptstrasse 83, 5013 Niedergösgen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
869500,55,"Bachstrasse 16, 4562 Biberist","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
748000,45,"Bachstrasse 16, 4562 Biberist","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
525000,25,"Bachstrasse 16, 4562 Biberist","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
820000,55,"Fehrenstrasse 22, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
450000,35,"4629 Fulenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
465000,35,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
425000,25,"Frohmattweg 9, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
690000,45,"Juraweg, 4629 Fulenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
450000,35,"4629 Fulenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
465000,35,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
750000,45,"5013 Niedergösgen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
560000,35,"Horriwilstrasse 3a, 4566 Oekingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
635000,35,"Bahnhofplatz 4, 4622 Egerkingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
790000,45,"Hauptstrasse 29, 5013 Niedergösgen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
650000,45,"4622 Egerkingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
375000,25,"4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
360000,25,"4622 Egerkingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
460000,25,"Bahnhofplatz 4, 4622 Egerkingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1130000,55,"4624 Härkingen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
950000,45,"Jurastrasse 154, 2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
550000,35,"Boningerstrasse 3, 4616 Kappel SO","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
990000,35,"Ollenweg 3b, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
990000,45,"Ollenweg 3b, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
950000,45,"Ollenweg 3b, 4226 Breitenbach","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
655000,35,"Gewerbestrasse, 4513 Langendorf","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
778000,35,"4528 Zuchwil","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
515000,35,"4712 Laupersdorf","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
840000,45,"Zentrumstrasse, 4556 Aeschi SO","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
655000,35,"Gewerbestrasse, 4513 Langendorf","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
878000,45,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
911000,45,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
795000,45,"Mühleweg 3, 4228 Erschwil","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1180000,45,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
762000,45,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
762000,45,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
666000,25,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
659000,25,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1570000,55,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1132000,55,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1132000,55,"2540 Grenchen","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
1548200,55,"Jurastrasse 2, 4513 Langendorf","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
717000,35,"Rüttenenstrasse 22, 4513 Langendorf","Solothurn","Apartment","noteg","2016-2024","1.04",1.07,0.16,0.21
625000,35,"4712 Laupersdorf","Solothurn","Duplex","eg","2016-2024","1.04",1.07,0.16,0.21
640000,55,"Erlenstrasse 11, 4563 Gerlafingen","Solothurn","Duplex","noteg","1981-1990","1.04",1.07,0.16,0.21
620000,55,"4702 Oensingen","Solothurn","Duplex","noteg","1981-1990","1.04",1.07,0.16,0.21
670000,55,"Sagiweg 1, 4552 Derendingen","Solothurn","Duplex","noteg","1991-2000","1.04",1.07,0.16,0.21
1190000,7,"Bachstrasse 11, 4614 Hägendorf","Solothurn","Duplex","noteg","1991-2000","1.04",1.07,0.16,0.21
575000,45,"4612 Wangen b. Olten","Solothurn","Duplex","noteg","1991-2000","1.04",1.07,0.16,0.21
770000,55,"4652 Winznau","Solothurn","Duplex","noteg","2011-2015","1.04",1.07,0.16,0.21
793000,45,"Fliederweg 7, 4562 Biberist","Solothurn","Duplex","noteg","2016-2024","1.04",1.07,0.16,0.21
820000,55,"Hasenmattstrasse 4, 4500 Solothurn","Solothurn","Attic flat","noteg","1971-1980","1.04",1.07,0.16,0.21
490000,25,"4616 Kappel SO","Solothurn","Attic flat","noteg","1981-1990","1.04",1.07,0.16,0.21
1250000,55,"In der Ey 43, 4612 Wangen bei Olten","Solothurn","Attic flat","noteg","2011-2015","1.04",1.07,0.16,0.21
950000,55,"Moosstrasse 8, 2540 Grenchen","Solothurn","Attic flat","noteg","2011-2015","1.04",1.07,0.16,0.21
590000,35,"Leuenallee 25, 4702 Oensingen","Solothurn","Attic flat","noteg","2011-2015","1.04",1.07,0.16,0.21
1200000,45,"Aarefeldstrasse 16, 4658 Däniken SO","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
1490000,55,"Ulmenweg 14, 4600 Olten","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
1540000,65,"Ulmenweg 11, 4600 Olten","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
990000,45,"Bubenrainstrasse 32, 4702 Oensingen","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
750000,35,"Sägeweg 4, 2545 Selzach","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
525000,25,"Bachstrasse 16, 4562 Biberist","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
